old_location,cell,old_numeric_token,old_context,new_value,unit,status,current_artifact,MR,CL,Word_status
A-T08,row11col5,0.916,0.916,0.9167644178458074,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row11col6,0.001,<0.001,0.0005221739997746,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row12col2,0.178,0.178,0.175698010750466,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row12col3,0.548,0.548,0.5464162999333938,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row12col4,0.745,0.745,0.7477966097108144,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row12col5,0.545,0.545,0.5426878647144462,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row12col6,0.743,0.743,0.7461233864231571,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row13col2,-0.027,-0.027,-0.0258985596323963,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row13col3,0.241,0.241,0.2407625972420548,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row13col4,0.909,0.909,0.9143376947465238,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row13col5,0.240,0.240,0.2394599825738235,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T08,row13col6,0.909,0.909,0.9138735180281524,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-P067,,"59,834","Table F2. Final combined recovery model (n = 59,834): non-calendar coefficients and clustered standard errors.",,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,,,not_modified
A-T09,row2col2,1.678,1.678,1.7153754037082043,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row2col3,0.259,0.259,0.2626026598084136,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row2col4,0.001,<0.001,6.480672108854854e-11,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row2col5,0.268,0.268,0.2700192409689306,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row2col6,0.001,<0.001,2.1144495134570087e-10,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row3col2,0.000,0.000,-0.007378949069827,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row3col3,0.009,0.009,0.0092688178419489,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row3col4,0.982,0.982,0.4259712062647932,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row3col5,0.017,0.017,0.0184596724351184,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row3col6,0.991,0.991,0.6893528312465287,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row4col2,0.079,0.079,0.0878421321724063,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row4col3,0.006,0.006,0.0064155132731828,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row4col4,0.001,<0.001,1.1312131510408097e-42,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row4col5,0.008,0.008,0.0083621619326606,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row4col6,0.001,<0.001,8.217017733911217e-26,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row5col2,0.050,0.050,0.050303766600442,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row5col3,0.006,0.006,0.0062252037449519,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row5col4,0.001,<0.001,6.441618509088131e-16,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row5col5,0.009,0.009,0.0100017828771731,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row5col6,0.001,<0.001,4.91811883491983e-07,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row6col2,-0.073,-0.073,-0.0665531180686735,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row6col3,0.010,0.010,0.0100797025504281,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row6col4,0.001,<0.001,4.0377225196387406e-11,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row6col5,0.018,0.018,0.0184811837845394,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row6col6,0.001,<0.001,0.0003168388912532,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row7col2,-0.039,-0.039,-0.0438723123973069,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row7col3,0.008,0.008,0.0079596366093746,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row7col4,0.001,<0.001,3.5508418088515284e-08,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row7col5,0.015,0.015,0.0160052872562415,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row7col6,0.009,0.009,0.0061231312074714,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row8col2,0.025,0.025,0.0208228827693973,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row8col3,0.009,0.009,0.0096959121082528,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row8col4,0.007,0.007,0.0317460216577962,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row8col5,0.016,0.016,0.0177501556698204,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row8col6,0.105,0.105,0.2407517499125384,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row9col2,0.136,0.136,0.1378421854210411,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row9col3,0.037,0.037,0.0386652064007553,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row9col4,0.001,<0.001,0.0003638301910114,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row9col5,0.037,0.037,0.0393541314529805,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row9col6,0.001,<0.001,0.000460723017411,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row10col2,0.014,0.014,0.0095692563411053,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row10col3,0.023,0.023,0.0230079500389576,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row10col4,0.525,0.525,0.6774752307207237,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row10col5,0.023,0.023,0.0230897729721848,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row10col6,0.527,0.527,0.6785540933127616,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row11col2,0.160,0.160,0.5956553750215532,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row11col3,0.541,0.541,0.5626992877760234,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row11col4,0.768,0.768,0.2897966353601248,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row11col5,0.543,0.543,0.5650494528868336,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row11col6,0.769,0.769,0.2918073661464428,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row12col2,-0.176,-0.176,-0.3152592127934771,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row12col3,0.466,0.466,0.4711834563559194,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row12col4,0.706,0.706,0.5034447371860942,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row12col5,0.462,0.462,0.4670936319300362,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row12col6,0.704,0.704,0.4997151958833398,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row13col2,0.262,0.262,0.2891675381938069,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row13col3,0.126,0.126,0.1314162683138128,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row13col4,0.037,0.037,0.0277789694000587,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row13col5,0.124,0.124,0.1293801708121587,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row13col6,0.034,0.034,0.0254158993533008,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row14col1,1,Standardised log(1 + customers),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row14col2,0.339,0.339,0.2860675937751148,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row14col3,0.020,0.020,0.0204644687052157,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row14col4,0.001,<0.001,2.101607078618461e-44,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row14col5,0.023,0.023,0.0231482948106271,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row14col6,0.001,<0.001,4.4076334519024075e-35,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row15col1,1,Squared standardised log(1 + customers),,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row15col2,-0.396,-0.396,-0.3652604887580347,coefficient,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row15col3,0.021,0.021,0.0205596572457654,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row15col4,0.001,<0.001,1.2987753534238332e-70,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row15col5,0.023,0.023,0.0234294034001515,SE,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-T09,row15col6,0.001,<0.001,8.535625597804726e-55,p_normal_CR1_descriptive,current_value_computed,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,MR08,"CL05,CL06",not_modified
A-P070,,4.3,Appendix G describes the association between gust conditions and membership of the analytical weather-related Cause Code group. This bears on covariate support for the exposure comparison in Section 4.3; it does not identify why any particular incident received its code.,,requires_semantic_interpretation,cross_reference_or_caption; content changes recorded in coverage,,MR09,"CL01,CL03",not_modified
A-P071,,6.89,"The supplied cause-distribution summaries group incidents by gust decile. The weather-related share rises from 6.89 percent in the lowest decile to 56.10 percent in the highest, increasing across all nine adjacent comparisons (Table G1). These are unadjusted group proportions; they do not compare otherwise identical incidents.",6.933842239185751,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-P071,,56.10,"The supplied cause-distribution summaries group incidents by gust decile. The weather-related share rises from 6.89 percent in the lowest decile to 56.10 percent in the highest, increasing across all nine adjacent comparisons (Table G1). These are unadjusted group proportions; they do not compare otherwise identical incidents.",57.07138092061374,percent; main-population deciles,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row2col2,6.89%,6.89%,6.933842239185751,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row3col1,2,2nd,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row3col2,8.07%,8.07%,8.060965283657916,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row4col1,3,3rd,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row4col2,9.55%,9.55%,9.1868203213764,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row5col1,4,4th,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row5col2,9.74%,9.74%,10.101514395074055,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row6col1,5,5th,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row6col2,10.64%,10.64%,10.625293841090738,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row7col1,6,6th,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row7col2,11.05%,11.05%,10.892612859097127,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row8col1,7,7th,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row8col2,12.78%,12.78%,12.423832092078538,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row9col1,8,8th,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row9col2,15.74%,15.74%,15.165954650016431,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row10col1,9,9th,,requires_semantic_interpretation,current_replacement_dataset_available_not_automatic_token_substitution,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_gust_deciles.csv,,,not_modified
A-T10,row10col2,23.30%,23.30%,23.53946019815511,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-T10,row11col2,56.10%,56.10%,57.07138092061374,percent of main bin,current_main_population_counterpart; six-group deciles separately archived,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_main_gust_deciles.csv,,,not_modified
A-P073,,63.70,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",65.02912171553379,percent within population,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,,,not_modified
A-P073,,10.69,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",10.807545499294342,m/s,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixH_pressure_minima.json,,,not_modified
A-P073,,36.83,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",37.88170843055696,percent within population,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,,,not_modified
A-P073,,57.8,"In the full combined exposure sample, 63.70 percent of incidents have gust below the fitted reference value of 10.69 m/s; the corresponding proportion within the weather-attributed exposure subset is 36.83 percent. Thus the within-subset share below that value is approximately 57.8 percent of the full-sample share. This is a comparison of two within-sample proportions, not the proportion of all low-gust incidents belonging to each group. The change documents reduced low-gust support and is consistent with a support-related explanation for the negative predictive increment. It does not establish that selection is the sole cause or that the recovery model is unaffected.",58.25345234750109,percent ratio of within-group shares,current_value_computed_context_requires_revision,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\AppendixG_low_gust_support.csv,,,not_modified
