Incident Reference,new_date_utc,fold,candidate_main_E0,candidate_main_R0c,candidate_weather_E0,candidate_weather_R0c
FREP-389476-Z,2023-08-03,3,True,True,True,True
FREP-389482-Z,2023-08-03,3,True,True,False,False
FREP-389493-Z,2023-08-04,0,True,True,False,False
FREP-389503-Z,2023-08-03,3,True,True,False,False
FREP-389506-Z,2023-08-03,3,True,True,False,False
FREP-389514-Z,2023-08-03,3,True,True,False,False
FREP-389515-Z,2023-08-03,3,True,True,False,False
FREP-389518-Z,2023-08-04,0,True,True,False,False
FREP-389522-Z,2023-08-04,0,True,True,False,False
FREP-389523-Z,2023-08-04,0,True,True,False,False
FREP-389524-Z,2023-08-04,0,True,True,True,True
FREP-389525-Z,2023-08-04,0,True,True,False,False
FREP-389528-Z,2023-08-04,0,True,True,False,False
FREP-389531-Z,2023-08-11,0,True,True,False,False
FREP-389540-Z,2023-08-04,0,True,True,False,False
FREP-389543-Z,2023-08-04,0,True,True,False,False
FREP-389548-Z,2023-08-04,0,True,True,False,False
FREP-389553-Z,2023-08-04,0,True,True,False,False
FREP-389559-Z,2023-08-08,1,True,True,False,False
FREP-389563-Z,2023-08-15,1,True,True,False,False
FREP-389570-Z,2023-08-04,0,True,True,True,True
FREP-389584-Z,2023-08-04,0,True,True,True,True
FREP-389586-Z,2023-08-04,0,True,True,False,False
FREP-389602-Z,2023-08-04,0,True,True,False,False
FREP-389672-Z,2023-08-04,0,True,True,False,False
FREP-389673-Z,2023-08-04,0,True,True,False,False
FREP-389687-Z,2023-08-25,0,True,True,False,False
FREP-389700-Z,2023-08-04,0,True,True,False,False
FREP-389707-Z,2023-08-04,0,True,True,False,False
FREP-389725-Z,2023-08-04,0,True,True,False,False
FREP-389730-Z,2023-08-04,0,True,True,False,False
FREP-389738-Z,2023-08-05,3,True,True,False,False
FREP-389751-Z,2023-08-05,3,True,True,False,False
FREP-389752-Z,2023-08-05,3,True,True,True,True
FREP-389758-Z,2023-08-05,3,True,True,False,False
FREP-389759-Z,2023-08-05,3,True,True,False,False
FREP-389765-Z,2023-08-05,3,True,True,False,False
FREP-389766-Z,2023-08-05,3,True,True,True,True
FREP-389774-Z,2023-08-05,3,True,True,False,False
FREP-389787-Z,2023-08-05,3,True,True,False,False
FREP-389804-Z,2023-08-05,3,True,True,True,True
FREP-389805-Z,2023-08-05,3,True,True,False,False
FREP-389807-Z,2023-08-05,3,True,True,False,False
FREP-389811-Z,2023-08-15,1,True,True,False,False
FREP-389818-Z,2023-08-05,3,True,True,False,False
FREP-389823-Z,2023-08-05,3,True,True,True,True
FREP-389825-Z,2023-08-05,3,True,True,True,True
FREP-389828-Z,2023-08-05,3,True,True,False,False
FREP-389830-Z,2023-08-05,3,True,True,False,False
FREP-389833-Z,2023-08-05,3,True,True,False,False
FREP-389834-Z,2023-08-05,3,True,True,False,False
FREP-389840-Z,2023-08-05,3,True,True,False,False
FREP-389847-Z,2023-08-05,3,True,True,True,True
FREP-389851-Z,2023-08-05,3,True,True,False,False
FREP-389856-Z,2023-08-16,3,True,True,False,False
FREP-389857-Z,2023-08-05,3,True,True,True,True
FREP-389862-Z,2023-08-05,3,True,True,False,False
FREP-389863-Z,2023-08-05,3,True,True,False,False
FREP-389875-Z,2023-08-05,3,True,True,False,False
FREP-389880-Z,2023-08-05,3,True,True,False,False
FREP-389881-Z,2023-08-05,3,True,True,True,True
FREP-389883-Z,2023-08-05,3,True,True,True,True
FREP-389887-Z,2023-08-05,3,True,True,True,True
FREP-389894-Z,2023-08-05,3,True,True,True,True
FREP-389895-Z,2023-09-14,1,True,True,False,False
FREP-389898-Z,2023-08-05,3,True,True,False,False
FREP-389899-Z,2023-08-05,3,True,True,False,False
FREP-389908-Z,2023-08-05,3,True,True,False,False
FREP-389910-Z,2023-09-05,2,True,True,False,False
FREP-389914-Z,2023-08-05,3,True,True,False,False
FREP-389915-Z,2023-08-05,3,True,True,True,True
FREP-389916-Z,2023-08-05,3,True,True,False,False
FREP-389917-Z,2023-08-05,3,True,True,False,False
FREP-389920-Z,2023-08-06,0,True,True,True,True
FREP-389922-Z,2023-08-05,3,True,True,False,False
FREP-389938-Z,2023-08-06,0,True,True,False,False
FREP-389942-Z,2023-08-06,0,True,True,False,False
FREP-389949-Z,2023-08-06,0,True,True,True,True
FREP-389950-Z,2023-08-06,0,True,True,False,False
FREP-389954-Z,2023-08-06,0,True,True,True,True
FREP-389956-Z,2023-08-06,0,True,True,False,False
FREP-389960-Z,2023-08-06,0,True,True,True,True
FREP-389977-Z,2023-08-06,0,True,True,False,False
FREP-389978-Z,2023-08-06,0,True,True,False,False
FREP-389980-Z,2023-08-06,0,True,True,False,False
FREP-389992-Z,2023-08-06,0,True,True,False,False
FREP-389993-Z,2023-08-06,0,True,True,True,True
FREP-389994-Z,2023-08-06,0,True,True,False,False
FREP-390001-Z,2023-08-06,0,True,True,True,True
FREP-390007-Z,2023-08-06,0,True,True,False,False
FREP-390011-Z,2023-08-06,0,True,True,True,True
FREP-390014-Z,2023-08-10,1,True,True,False,False
FREP-390023-Z,2023-08-06,0,True,True,False,False
FREP-390030-Z,2023-08-06,0,True,True,False,False
FREP-390032-Z,2023-08-14,0,True,True,False,False
FREP-390038-Z,2023-08-06,0,True,True,True,True
FREP-390044-Z,2023-08-14,0,True,True,False,False
FREP-390045-Z,2023-08-06,0,True,True,False,False
FREP-390048-Z,2023-08-06,0,True,True,False,False
FREP-390054-Z,2023-08-06,0,True,True,False,False
FREP-390060-Z,2023-08-06,0,True,True,False,False
FREP-390061-Z,2023-08-06,0,True,True,False,False
FREP-390063-Z,2023-08-31,3,True,True,False,False
FREP-390071-Z,2023-08-07,2,True,True,False,False
FREP-390082-Z,2023-08-07,2,True,True,False,False
FREP-390086-Z,2023-08-07,2,True,True,True,True
FREP-390089-Z,2023-08-07,2,True,True,False,False
FREP-390093-Z,2023-08-07,2,True,True,False,False
FREP-390105-Z,2023-08-07,2,True,True,False,False
FREP-390106-Z,2023-08-07,2,True,True,False,False
FREP-390107-Z,2023-08-07,2,True,True,False,False
FREP-390109-Z,2023-08-07,2,True,True,False,False
FREP-390114-Z,2023-08-07,2,True,True,False,False
FREP-390120-Z,2023-08-07,2,True,True,True,True
FREP-390159-Z,2023-10-09,1,True,True,False,False
FREP-390161-Z,2023-08-07,2,True,True,False,False
FREP-390183-Z,2023-08-07,2,True,True,True,True
FREP-390198-Z,2023-08-07,2,True,True,False,False
FREP-390204-Z,2023-08-07,2,True,True,False,False
FREP-39021-M,2023-08-01,3,True,True,False,False
FREP-390221-Z,2023-08-07,2,True,True,False,False
FREP-390267-Z,2023-08-17,4,True,True,False,False
FREP-390309-Z,2023-08-07,2,True,True,False,False
FREP-390311-Z,2023-08-07,2,True,True,True,True
FREP-390332-Z,2023-08-07,2,True,True,False,False
FREP-390341-Z,2023-08-07,2,True,True,False,False
FREP-390354-Z,2023-08-08,1,True,True,False,False
FREP-390403-Z,2023-08-08,1,True,True,False,False
FREP-390452-Z,2023-08-08,1,True,True,False,False
FREP-390466-Z,2023-08-13,1,True,True,False,False
FREP-390484-Z,2023-08-08,1,True,True,False,False
FREP-390529-Z,2023-08-08,1,True,True,False,False
FREP-390546-Z,2023-08-08,1,True,True,False,False
FREP-390547-Z,2023-08-09,1,True,True,False,False
FREP-390551-Z,2023-08-08,1,True,True,False,False
FREP-390556-Z,2023-08-08,1,True,True,False,False
FREP-390567-Z,2023-08-08,1,True,True,False,False
FREP-390575-Z,2023-08-08,1,True,True,False,False
FREP-390581-Z,2023-08-08,1,True,True,False,False
FREP-390585-Z,2023-08-08,1,True,True,False,False
FREP-390597-Z,2023-08-08,1,True,True,False,False
FREP-390607-Z,2023-08-09,1,True,True,False,False
FREP-390610-Z,2023-08-09,1,True,True,False,False
FREP-390614-Z,2023-08-09,1,True,True,False,False
FREP-390626-Z,2023-08-09,1,True,True,False,False
FREP-390629-Z,2023-08-09,1,True,True,False,False
FREP-390631-Z,2023-08-09,1,True,True,False,False
FREP-390633-Z,2023-08-09,1,True,True,False,False
FREP-390636-Z,2023-08-09,1,True,True,False,False
FREP-390644-Z,2023-08-09,1,True,True,True,True
FREP-390648-Z,2023-08-09,1,True,True,True,True
FREP-390654-Z,2023-08-09,1,True,True,False,False
FREP-390669-Z,2023-08-09,1,True,True,True,True
FREP-390687-Z,2023-08-09,1,True,True,False,False
FREP-390718-Z,2023-08-09,1,True,True,False,False
FREP-390728-Z,2023-08-09,1,True,True,False,False
FREP-390733-Z,2024-02-28,1,True,True,False,False
FREP-390736-Z,2023-08-09,1,True,True,True,True
FREP-390743-Z,2023-08-09,1,True,True,False,False
FREP-390751-Z,2023-08-09,1,True,True,False,False
FREP-390778-Z,2023-08-09,1,True,True,False,False
FREP-390800-Z,2023-08-09,1,True,True,False,False
FREP-390812-Z,2023-08-09,1,True,True,False,False
FREP-390813-Z,2023-08-09,1,True,True,False,False
FREP-390825-Z,2023-08-12,3,True,True,False,False
FREP-390834-Z,2023-08-09,1,True,True,False,False
FREP-390835-Z,2023-08-09,1,True,True,False,False
FREP-390846-Z,2023-08-09,1,True,True,False,False
FREP-390855-Z,2023-08-10,1,True,True,False,False
FREP-390867-Z,2023-08-10,1,True,True,False,False
FREP-390870-Z,2023-08-10,1,True,True,False,False
FREP-390887-Z,2023-08-10,1,True,True,True,True
FREP-390888-Z,2023-08-10,1,True,True,False,False
FREP-390890-Z,2023-08-10,1,True,True,False,False
FREP-390891-Z,2023-08-10,1,True,True,True,True
FREP-390892-Z,2023-08-13,1,True,True,False,False
FREP-390916-Z,2023-08-21,4,True,True,False,False
FREP-390947-Z,2023-08-25,0,True,True,False,False
FREP-390986-Z,2023-08-11,0,True,True,False,False
FREP-391028-Z,2023-08-10,1,True,True,False,False
FREP-391036-Z,2023-08-11,0,True,True,False,False
FREP-391041-Z,2023-08-10,1,True,True,False,False
FREP-391043-Z,2023-08-10,1,True,True,False,False
FREP-391070-Z,2023-08-11,0,True,True,False,False
FREP-391075-Z,2023-08-10,1,True,True,False,False
FREP-391085-Z,2023-08-16,3,True,True,False,False
FREP-391090-Z,2023-08-10,1,True,True,False,False
FREP-391096-Z,2023-08-11,0,True,True,False,False
FREP-391104-Z,2023-07-31,3,True,True,False,False
FREP-391107-Z,2023-08-11,0,True,True,False,False
FREP-391108-Z,2023-08-11,0,True,True,False,False
FREP-391128-Z,2023-08-11,0,True,True,False,False
FREP-391131-Z,2023-08-11,0,True,True,False,False
FREP-391135-Z,2023-08-11,0,True,True,False,False
FREP-391152-Z,2023-08-11,0,True,True,False,False
FREP-391165-Z,2023-08-11,0,True,True,False,False
FREP-391176-Z,2023-08-11,0,True,True,True,True
FREP-391194-Z,2023-08-11,0,True,True,False,False
FREP-391213-Z,2023-08-11,0,True,True,False,False
FREP-391238-Z,2023-08-11,0,True,True,False,False
FREP-391247-Z,2023-08-11,0,True,True,False,False
FREP-391249-Z,2023-08-11,0,True,True,False,False
FREP-391251-Z,2023-08-22,0,True,True,False,False
FREP-391265-Z,2023-08-11,0,True,True,False,False
FREP-391270-Z,2023-08-11,0,True,True,False,False
FREP-391282-Z,2023-08-12,3,True,True,False,False
FREP-391283-Z,2023-08-12,3,True,True,False,False
FREP-391284-Z,2023-08-12,3,True,True,False,False
FREP-391294-Z,2023-08-12,3,True,True,False,False
FREP-391295-Z,2023-08-12,3,True,True,False,False
FREP-391297-Z,2023-08-12,3,True,True,False,False
FREP-391298-Z,2023-08-12,3,True,True,False,False
FREP-391299-Z,2023-08-12,3,True,True,False,False
FREP-39130-M,2021-06-10,1,True,True,False,False
FREP-391305-Z,2023-08-12,3,True,True,False,False
FREP-391309-Z,2023-08-12,3,True,True,False,False
FREP-391311-Z,2023-08-12,3,True,True,False,False
FREP-391317-Z,2023-08-12,3,True,True,False,False
FREP-391328-Z,2023-08-12,3,True,True,False,False
FREP-391330-Z,2023-08-12,3,True,True,False,False
FREP-391335-Z,2023-08-12,3,True,True,False,False
FREP-391338-Z,2023-08-12,3,True,True,False,False
FREP-391345-Z,2023-08-12,3,True,True,False,False
FREP-391359-Z,2023-08-12,3,True,True,False,False
FREP-391362-Z,2023-08-12,3,True,True,False,False
FREP-391365-Z,2023-08-12,3,True,True,False,False
FREP-391372-Z,2023-08-12,3,True,True,False,False
FREP-391374-Z,2023-08-12,3,True,True,False,False
FREP-391381-Z,2023-08-12,3,True,True,True,True
FREP-391382-Z,2023-08-12,3,True,True,False,False
FREP-391384-Z,2023-08-11,0,True,True,False,False
FREP-391386-Z,2023-08-12,3,True,True,True,True
FREP-391399-Z,2023-08-12,3,True,True,False,False
FREP-391429-Z,2023-09-09,2,True,True,False,False
FREP-391432-Z,2023-08-13,1,True,True,True,True
FREP-391433-Z,2023-08-13,1,True,True,True,True
FREP-391436-Z,2023-08-15,1,True,True,False,False
FREP-391458-Z,2023-08-13,1,True,True,True,True
FREP-391469-Z,2023-08-13,1,True,True,False,False
FREP-391472-Z,2023-08-12,3,True,True,True,True
FREP-391483-Z,2023-08-13,1,True,True,False,False
FREP-391486-Z,2023-08-13,1,True,True,False,False
FREP-391489-Z,2023-08-16,3,True,True,False,False
FREP-391491-Z,2023-08-14,0,True,True,False,False
FREP-391492-Z,2023-08-13,1,True,True,True,True
FREP-3915-I,2021-10-20,2,True,True,False,False
FREP-391504-Z,2023-08-14,0,True,True,False,False
FREP-391508-Z,2023-08-14,0,True,True,False,False
FREP-391510-Z,2023-08-14,0,True,True,False,False
FREP-391521-Z,2023-08-14,0,True,True,False,False
FREP-391523-Z,2023-08-14,0,True,True,True,True
FREP-391528-Z,2023-08-14,0,True,True,False,False
FREP-391533-Z,2023-08-14,0,True,True,False,False
FREP-391534-Z,2023-08-14,0,True,True,False,False
FREP-391535-Z,2023-08-14,0,True,True,False,False
FREP-391540-Z,2023-08-14,0,True,True,False,False
FREP-391542-Z,2023-06-30,0,True,True,False,False
FREP-391543-Z,2023-08-14,0,True,True,False,False
FREP-391548-Z,2023-08-14,0,True,True,False,False
FREP-391549-Z,2023-08-14,0,True,True,False,False
FREP-391550-Z,2023-08-14,0,True,True,False,False
FREP-391569-Z,2023-08-14,0,True,True,False,False
FREP-391574-Z,2023-08-15,1,True,True,False,False
FREP-391588-Z,2023-08-14,0,True,True,False,False
FREP-391590-Z,2023-08-25,0,True,True,False,False
FREP-391599-Z,2023-08-14,0,True,True,False,False
FREP-391626-Z,2023-08-16,3,True,True,False,False
FREP-391628-Z,2023-10-30,4,True,True,False,False
FREP-391629-Z,2023-08-14,0,True,True,False,False
FREP-391631-Z,2023-08-14,0,True,True,False,False
FREP-391652-Z,2023-08-14,0,True,True,False,False
FREP-391654-Z,2023-08-14,0,True,True,False,False
FREP-391655-Z,2023-08-14,0,True,True,False,False
FREP-391693-Z,2023-08-14,0,True,True,False,False
FREP-391694-Z,2023-08-14,0,True,True,False,False
FREP-3917-I,2021-10-21,1,True,True,False,False
FREP-391711-Z,2023-08-14,0,True,True,False,False
FREP-391722-Z,2023-08-14,0,True,True,False,False
FREP-391723-Z,2023-08-14,0,True,True,False,False
FREP-391728-Z,2023-08-14,0,True,True,False,False
FREP-391734-Z,2023-08-15,1,True,True,False,False
FREP-391738-Z,2023-08-22,0,True,True,False,False
FREP-391739-Z,2023-08-14,0,True,True,False,False
FREP-391740-Z,2023-08-14,0,True,True,False,False
FREP-391742-Z,2023-08-14,0,True,True,False,False
FREP-391743-Z,2023-08-14,0,True,True,True,True
FREP-391746-Z,2023-08-18,4,True,True,False,False
FREP-391747-Z,2023-08-14,0,True,True,False,False
FREP-391749-Z,2023-08-14,0,True,True,False,False
FREP-391750-Z,2023-08-14,0,True,True,False,False
FREP-391753-Z,2023-08-14,0,True,True,False,False
FREP-391757-Z,2023-08-14,0,True,True,False,False
FREP-391758-Z,2023-08-14,0,True,True,False,False
FREP-391761-Z,2023-08-15,1,True,True,False,False
FREP-391765-Z,2023-08-15,1,True,True,False,False
FREP-391770-Z,2023-08-15,1,True,True,True,True
FREP-391774-Z,2023-08-15,1,True,True,False,False
FREP-391781-Z,2023-08-15,1,True,True,False,False
FREP-391787-Z,2023-08-15,1,True,True,False,False
FREP-391792-Z,2023-09-12,1,True,True,False,False
FREP-391795-Z,2023-08-15,1,True,True,False,False
FREP-391805-Z,2023-09-10,0,True,True,False,False
FREP-391813-Z,2023-08-15,1,True,True,False,False
FREP-391833-Z,2023-08-15,1,True,True,False,False
FREP-391834-Z,2023-08-16,3,True,True,False,False
FREP-391837-Z,2023-08-15,1,True,True,False,False
FREP-391841-Z,2023-08-15,1,True,True,False,False
FREP-391858-Z,2023-08-15,1,True,True,False,False
FREP-391879-Z,2023-09-12,1,True,True,False,False
FREP-391883-Z,2023-08-15,1,True,True,False,False
FREP-391892-Z,2023-08-15,1,True,True,False,False
FREP-391923-Z,2023-08-23,0,True,True,False,False
FREP-391931-Z,2023-08-15,1,True,True,False,False
FREP-391932-Z,2023-08-31,3,True,True,False,False
FREP-391950-Z,2023-08-15,1,True,True,False,False
FREP-391951-Z,2023-08-15,1,True,True,False,False
FREP-391954-Z,2023-08-15,1,True,True,False,False
FREP-391956-Z,2023-08-15,1,True,True,False,False
FREP-391959-Z,2023-08-15,1,True,True,False,False
FREP-391962-Z,2023-08-15,1,True,True,False,False
FREP-391964-Z,2023-08-16,3,True,True,False,False
FREP-391965-Z,2023-08-16,3,True,True,False,False
FREP-391972-Z,2023-08-16,3,True,True,False,False
FREP-391976-Z,2023-08-16,3,True,True,False,False
FREP-391978-Z,2023-08-16,3,True,True,False,False
FREP-391988-Z,2023-08-16,3,True,True,False,False
FREP-392005-Z,2023-08-16,3,True,True,False,False
FREP-392027-Z,2023-09-30,1,True,True,False,False
FREP-392041-Z,2023-08-16,3,True,True,False,False
FREP-392054-Z,2023-08-16,3,True,True,False,False
FREP-392106-Z,2023-08-16,3,True,True,False,False
FREP-392107-Z,2023-11-02,2,True,True,False,False
FREP-392109-Z,2023-10-11,4,True,True,False,False
FREP-392119-Z,2023-08-16,3,True,True,False,False
FREP-392122-Z,2023-08-16,3,True,True,False,False
FREP-392140-Z,2023-08-17,4,True,True,False,False
FREP-392160-Z,2023-08-17,4,True,True,True,True
FREP-392169-Z,2023-08-17,4,True,True,False,False
FREP-392187-Z,2023-08-17,4,True,True,False,False
FREP-392190-Z,2023-08-17,4,True,True,False,False
FREP-392197-Z,2023-09-04,0,True,True,False,False
FREP-392201-Z,2023-09-18,3,True,True,False,False
FREP-392242-Z,2023-08-17,4,True,True,False,False
FREP-392244-Z,2023-10-14,0,True,True,False,False
FREP-392264-Z,2023-08-17,4,True,True,False,False
FREP-392273-Z,2023-08-17,4,True,True,False,False
FREP-392277-Z,2023-08-17,4,True,True,False,False
FREP-392279-Z,2023-08-17,4,True,True,True,True
FREP-392304-Z,2023-08-17,4,True,True,False,False
FREP-392337-Z,2023-08-17,4,True,True,False,False
FREP-392349-Z,2023-08-17,4,True,True,False,False
FREP-392357-Z,2023-08-17,4,True,True,False,False
FREP-392369-Z,2023-08-17,4,True,True,True,True
FREP-392383-Z,2023-08-17,4,True,True,False,False
FREP-392385-Z,2023-08-17,4,True,True,False,False
FREP-392387-Z,2023-08-17,4,True,True,False,False
FREP-392401-Z,2023-08-18,4,True,True,False,False
FREP-392403-Z,2023-08-18,4,True,True,False,False
FREP-392406-Z,2023-08-18,4,True,True,True,True
FREP-392410-Z,2023-08-18,4,True,True,False,False
FREP-392423-Z,2023-08-18,4,True,True,False,False
FREP-392425-Z,2023-05-15,4,True,True,False,False
FREP-392467-Z,2023-08-18,4,True,True,False,False
FREP-392496-Z,2023-08-18,4,True,True,False,False
FREP-392499-Z,2023-08-18,4,True,True,False,False
FREP-392500-Z,2023-08-17,4,True,True,False,False
FREP-392504-Z,2023-08-18,4,True,True,False,False
FREP-392514-Z,2023-12-18,1,True,True,False,False
FREP-392515-Z,2023-08-01,3,True,True,True,True
FREP-392556-Z,2023-08-18,4,True,True,False,False
FREP-392568-Z,2023-08-18,4,True,True,False,False
FREP-392586-Z,2023-08-18,4,True,True,False,False
FREP-392591-Z,2023-08-18,4,True,True,False,False
FREP-392626-Z,2023-08-19,1,True,True,False,False
FREP-392641-Z,2023-08-19,1,True,True,False,False
FREP-392644-Z,2023-08-19,1,True,True,False,False
FREP-392650-Z,2023-08-19,1,True,True,False,False
FREP-392656-Z,2023-08-19,1,True,True,True,True
FREP-392664-Z,2023-08-19,1,True,True,False,False
FREP-392689-Z,2023-08-19,1,True,True,False,False
FREP-392702-Z,2023-08-21,4,True,True,False,False
FREP-392704-Z,2023-08-19,1,True,True,False,False
FREP-392707-Z,2023-08-19,1,True,True,False,False
FREP-392708-Z,2023-08-19,1,True,True,False,False
FREP-392710-Z,2023-08-19,1,True,True,False,False
FREP-392712-Z,2023-08-19,1,True,True,False,False
FREP-392726-Z,2023-08-19,1,True,True,False,False
FREP-392727-Z,2023-09-01,1,True,True,False,False
FREP-392735-Z,2023-08-20,1,True,True,False,False
FREP-392749-Z,2023-08-20,1,True,True,True,True
FREP-392755-Z,2023-08-20,1,True,True,True,True
FREP-392777-Z,2023-08-20,1,True,True,False,False
FREP-392779-Z,2023-08-20,1,True,True,False,False
FREP-392794-Z,2023-08-20,1,True,True,False,False
FREP-392795-Z,2023-08-20,1,True,True,False,False
FREP-392802-Z,2023-08-20,1,True,True,False,False
FREP-392804-Z,2023-08-21,4,True,True,False,False
FREP-392808-Z,2023-08-21,4,True,True,False,False
FREP-392810-Z,2023-08-21,4,True,True,False,False
FREP-392822-Z,2023-08-21,4,True,True,False,False
FREP-392832-Z,2023-08-13,1,True,True,False,False
FREP-392837-Z,2023-08-21,4,True,True,False,False
FREP-392851-Z,2023-08-21,4,True,True,False,False
FREP-392852-Z,2023-08-21,4,True,True,False,False
FREP-392857-Z,2023-08-21,4,True,True,False,False
FREP-392863-Z,2023-08-21,4,True,True,False,False
FREP-392883-Z,2023-08-21,4,True,True,False,False
FREP-3929-I,2021-11-01,0,True,True,False,False
FREP-392916-Z,2023-08-21,4,True,True,False,False
FREP-392928-Z,2023-08-21,4,True,True,False,False
FREP-392931-Z,2023-08-21,4,True,True,False,False
FREP-392972-Z,2023-08-21,4,True,True,False,False
FREP-392993-Z,2023-08-21,4,True,True,False,False
FREP-393005-Z,2023-08-21,4,True,True,False,False
FREP-393009-Z,2023-08-18,4,True,True,False,False
FREP-393021-Z,2023-08-22,0,True,True,True,True
FREP-393035-Z,2023-08-22,0,True,True,True,True
FREP-393036-Z,2023-08-22,0,True,True,True,True
FREP-393038-Z,2023-08-22,0,True,True,False,False
FREP-393042-Z,2023-08-22,0,True,True,False,False
FREP-393044-Z,2023-08-22,0,True,True,False,False
FREP-393046-Z,2023-08-22,0,True,True,False,False
FREP-393054-Z,2023-08-22,0,True,True,False,False
FREP-393059-Z,2023-08-22,0,True,True,False,False
FREP-393074-Z,2023-08-22,0,True,True,False,False
FREP-393093-Z,2023-08-22,0,True,True,False,False
FREP-393102-Z,2023-08-22,0,True,True,False,False
FREP-393136-Z,2023-10-05,0,True,True,False,False
FREP-393138-Z,2023-08-24,3,True,True,False,False
FREP-393148-Z,2023-08-22,0,True,True,False,False
FREP-393158-Z,2023-08-22,0,True,True,True,True
FREP-393163-Z,2023-08-22,0,True,True,True,True
FREP-393172-Z,2023-08-22,0,True,True,False,False
FREP-393173-Z,2023-12-02,0,True,True,False,False
FREP-393183-Z,2023-08-22,0,True,True,False,False
FREP-393190-Z,2023-10-02,4,True,True,False,False
FREP-393213-Z,2023-08-25,0,True,True,False,False
FREP-393217-Z,2023-08-22,0,True,True,False,False
FREP-393226-Z,2023-08-22,0,True,True,False,False
FREP-393239-Z,2023-10-04,2,True,True,False,False
FREP-393255-Z,2023-08-22,0,True,True,False,False
FREP-393259-Z,2023-08-22,0,True,True,False,False
FREP-393276-Z,2023-08-22,0,True,True,False,False
FREP-393282-Z,2023-08-23,0,True,True,False,False
FREP-393284-Z,2023-08-23,0,True,True,False,False
FREP-393299-Z,2023-08-23,0,True,True,False,False
FREP-3933-I,2021-11-03,3,True,True,True,True
FREP-393305-Z,2023-08-23,0,True,True,False,False
FREP-393343-Z,2023-08-23,0,True,True,False,False
FREP-393352-Z,2023-08-23,0,True,True,False,False
FREP-393400-Z,2023-08-23,0,True,True,False,False
FREP-393454-Z,2023-11-22,0,True,True,False,False
FREP-393457-Z,2023-09-10,0,True,True,False,False
FREP-393459-Z,2023-08-23,0,True,True,False,False
FREP-393462-Z,2023-08-23,0,True,True,False,False
FREP-393480-Z,2023-08-23,0,True,True,False,False
FREP-393493-Z,2023-08-23,0,True,True,False,False
FREP-393500-Z,2023-08-23,0,True,True,False,False
FREP-393507-Z,2023-08-23,0,True,True,False,False
FREP-393516-Z,2023-08-23,0,True,True,False,False
FREP-393524-Z,2023-08-23,0,True,True,False,False
FREP-393533-Z,2023-08-23,0,True,True,False,False
FREP-393540-Z,2023-08-23,0,True,True,False,False
FREP-393543-Z,2023-10-02,4,True,True,False,False
FREP-393545-Z,2023-08-24,3,True,True,False,False
FREP-393553-Z,2023-08-24,3,True,True,True,True
FREP-393572-Z,2023-08-24,3,True,True,True,True
FREP-393573-Z,2023-08-24,3,True,True,False,False
FREP-393596-Z,2023-08-24,3,True,True,False,False
FREP-393619-Z,2023-08-25,0,True,True,False,False
FREP-393638-Z,2023-08-24,3,True,True,False,False
FREP-393654-Z,2023-08-24,3,True,True,False,False
FREP-393721-Z,2023-08-24,3,True,True,False,False
FREP-393727-Z,2023-08-24,3,True,True,False,False
FREP-393745-Z,2023-08-24,3,True,True,False,False
FREP-393758-Z,2023-08-24,3,True,True,True,True
FREP-393771-Z,2023-08-24,3,True,True,False,False
FREP-393778-Z,2023-08-24,3,True,True,False,False
FREP-393784-Z,2023-08-25,0,True,True,False,False
FREP-393790-Z,2023-08-25,0,True,True,False,False
FREP-393794-Z,2023-08-25,0,True,True,False,False
FREP-393803-Z,2023-08-25,0,True,True,False,False
FREP-393813-Z,2023-08-26,0,True,True,False,False
FREP-393823-Z,2023-08-25,0,True,True,False,False
FREP-393825-Z,2023-08-25,0,True,True,False,False
FREP-393835-Z,2023-08-25,0,True,True,True,True
FREP-393859-Z,2023-08-25,0,True,True,False,False
FREP-393875-Z,2023-08-25,0,True,True,False,False
FREP-393929-Z,2023-08-25,0,True,True,False,False
FREP-393933-Z,2023-08-25,0,True,True,False,False
FREP-393938-Z,2023-08-25,0,True,True,False,False
FREP-393944-Z,2023-09-29,4,True,True,False,False
FREP-393980-Z,2023-08-25,0,True,True,False,False
FREP-393981-Z,2023-08-25,0,True,True,False,False
FREP-393986-Z,2023-09-03,1,True,True,False,False
FREP-3940-I,2021-11-03,3,True,True,False,False
FREP-394004-Z,2023-08-25,0,True,True,False,False
FREP-394005-Z,2023-08-25,0,True,True,False,False
FREP-394007-Z,2023-08-25,0,True,True,False,False
FREP-394009-Z,2023-08-25,0,True,True,False,False
FREP-394025-Z,2023-08-25,0,True,True,False,False
FREP-394038-Z,2023-06-12,0,True,True,False,False
FREP-394041-Z,2023-07-27,2,True,True,False,False
FREP-394046-Z,2023-08-26,0,True,True,False,False
FREP-394048-Z,2023-08-08,1,True,True,False,False
FREP-394049-Z,2023-08-26,0,True,True,False,False
FREP-394050-Z,2023-08-26,0,True,True,True,True
FREP-394057-Z,2023-08-26,0,True,True,True,True
FREP-394070-Z,2023-12-07,0,True,True,False,False
FREP-394080-Z,2023-08-26,0,True,True,False,False
FREP-394081-Z,2023-08-26,0,True,True,False,False
FREP-394103-Z,2023-08-26,0,True,True,False,False
FREP-394110-Z,2023-08-26,0,True,True,False,False
FREP-394115-Z,2023-08-26,0,True,True,False,False
FREP-394119-Z,2023-08-26,0,True,True,False,False
FREP-394123-Z,2023-08-26,0,True,True,False,False
