Incident Reference,date,fold
FREP-425961-Z,2024-02-15,0
FREP-426217-Z,2024-02-16,3
FREP-425992-Z,2024-02-15,0
FREP-426517-Z,2024-02-18,4
FREP-426612-Z,2024-02-18,4
FREP-426204-Z,2024-02-16,3
FREP-426549-Z,2024-02-18,4
FREP-426615-Z,2024-02-18,4
FREP-426723-Z,2024-03-05,1
FREP-427024-Z,2024-02-24,2
FREP-427553-Z,2024-02-23,3
FREP-427044-Z,2024-02-20,1
FREP-427108-Z,2024-02-21,1
FREP-427292-Z,2024-02-21,1
FREP-427448-Z,2024-02-22,4
FREP-427971-Z,2024-02-26,0
FREP-428563-Z,2024-02-29,2
FREP-428090-Z,2024-03-22,4
FREP-46505-M,2024-03-25,4
FREP-46081-M,2023-11-01,1
FREP-45827-M,2023-10-05,0
FREP-46065-M,2023-10-24,4
FREP-47167-M,2024-03-29,1
FREP-74654-N,2023-10-17,0
FREP-430015-Z,2024-03-09,1
FREP-429699-Z,2024-03-07,2
FREP-429766-Z,2024-03-09,1
FREP-430080-Z,2024-03-10,1
FREP-429995-Z,2024-03-11,3
FREP-430058-Z,2024-03-10,1
FREP-430088-Z,2024-03-10,1
FREP-430324-Z,2024-03-12,4
FREP-328901-J,2023-10-13,4
FREP-329608-J,2023-10-25,1
FREP-329592-J,2023-10-24,4
FREP-329750-J,2023-10-26,2
FREP-330135-J,2023-11-01,1
FREP-330182-J,2023-11-02,2
FREP-330329-J,2023-11-02,2
FREP-331532-J,2023-11-15,3
FREP-331673-J,2023-11-16,1
FREP-331922-J,2023-11-19,4
FREP-332059-J,2023-11-20,0
FREP-331867-J,2023-11-18,1
FREP-332361-J,2023-11-30,3
FREP-332363-G,2023-10-18,4
FREP-332358-J,2023-11-23,4
FREP-332614-J,2023-11-27,0
FREP-332785-G,2023-10-30,4
FREP-332852-J,2023-11-29,1
FREP-333559-J,2023-12-06,1
FREP-333873-J,2023-12-21,4
FREP-333657-J,2023-12-06,1
FREP-333650-J,2023-12-06,1
FREP-334258-J,2023-12-13,4
FREP-334340-J,2023-12-14,4
FREP-334310-J,2023-12-13,4
FREP-334315-J,2023-12-13,4
FREP-334532-J,2023-12-16,0
FREP-334679-J,2023-12-18,3
FREP-334548-G,2023-10-02,4
FREP-334697-G,2023-10-01,2
FREP-334688-G,2023-10-01,2
FREP-334700-G,2023-10-02,4
FREP-334703-G,2023-10-02,4
FREP-334804-G,2023-10-02,4
FREP-335076-G,2023-10-04,4
FREP-335370-G,2023-10-07,4
FREP-335882-G,2023-10-12,1
FREP-335700-J,2024-01-03,1
FREP-335894-J,2024-01-06,1
FREP-335845-J,2024-01-04,4
FREP-335843-J,2024-02-15,0
FREP-335834-J,2024-01-04,4
FREP-335743-G,2023-10-11,2
FREP-335745-G,2023-10-11,2
FREP-335761-G,2023-10-11,2
FREP-335930-G,2023-10-12,1
FREP-335955-J,2024-01-05,0
FREP-333440-J,2024-02-14,2
FREP-333318-J,2023-12-03,0
FREP-333407-J,2023-12-04,3
FREP-331177-J,2023-11-12,3
FREP-331250-J,2023-11-13,1
FREP-330708-J,2023-11-07,2
FREP-337757-G,2023-10-26,2
FREP-338368-J,2024-01-30,3
FREP-344115-G,2023-12-14,4
FREP-344641-G,2023-12-19,3
FREP-344628-G,2023-12-19,3
FREP-344569-G,2024-01-03,1
FREP-344548-Z,2023-10-23,1
FREP-344596-G,2023-12-18,3
FREP-351738-G,2024-02-07,3
FREP-352222-G,2024-02-09,1
FREP-352520-G,2024-02-12,4
FREP-352487-G,2024-02-12,4
FREP-350888-G,2024-02-01,1
FREP-313559-J,2024-03-09,1
FREP-317592-J,2023-11-17,3
FREP-319368-G,2023-10-11,2
FREP-319849-G,2023-10-10,4
FREP-327363-J,2023-10-13,4
FREP-328064-J,2023-10-01,2
FREP-328045-J,2023-09-30,2
FREP-328312-J,2023-10-04,4
FREP-328321-G,2024-01-09,2
FREP-328139-J,2023-10-02,4
FREP-328249-J,2023-10-03,0
FREP-328750-J,2023-10-12,1
FREP-328456-J,2023-10-08,0
FREP-328620-J,2023-10-10,4
FREP-328621-J,2023-10-10,4
FREP-320732-J,2023-10-06,4
FREP-242732-Z,2023-11-28,2
FREP-246313-J,2023-10-01,2
FREP-248165-G,2024-01-17,0
FREP-249268-J,2024-01-02,4
FREP-223348-J,2023-10-01,2
FREP-22531-U,2024-01-02,4
FREP-226137-G,2024-01-30,3
FREP-219749-Z,2024-02-22,4
FREP-308656-J,2023-10-28,4
FREP-314949-J,2023-12-11,4
FREP-315619-J,2023-11-13,1
FREP-315748-G,2023-10-30,4
FREP-316067-J,2023-10-21,2
FREP-318724-J,2023-10-22,4
FREP-319142-G,2024-01-26,1
FREP-265331-J,2023-10-25,1
FREP-353470-G,2024-02-20,1
FREP-353724-G,2024-02-22,4
FREP-353848-G,2024-02-24,2
FREP-353932-G,2024-02-25,2
FREP-353573-G,2024-02-21,1
FREP-353998-G,2024-02-26,0
FREP-354013-G,2024-02-26,0
FREP-354338-G,2024-02-27,0
FREP-354219-G,2024-02-27,0
FREP-354022-G,2024-02-26,0
FREP-354514-G,2024-02-28,2
FREP-354967-G,2024-03-02,1
FREP-354761-G,2024-02-29,2
FREP-354986-G,2024-03-02,1
FREP-355038-G,2024-03-02,1
FREP-355109-G,2024-03-03,2
FREP-355289-G,2024-03-05,1
FREP-355403-G,2024-03-06,2
FREP-355050-G,2024-03-03,2
FREP-355489-G,2024-03-06,2
FREP-355139-G,2024-03-04,3
FREP-355177-G,2024-03-04,3
FREP-355308-G,2024-03-05,1
FREP-355348-G,2024-03-05,1
FREP-355402-G,2024-03-06,2
FREP-355419-G,2024-03-06,2
FREP-355836-G,2024-03-09,1
FREP-355711-G,2024-03-08,4
FREP-355800-G,2024-03-17,1
FREP-355842-G,2024-03-10,1
FREP-355768-G,2024-03-09,1
FREP-355956-G,2024-03-11,3
FREP-356141-G,2024-03-12,4
FREP-356597-G,2024-03-16,4
FREP-356539-G,2024-03-16,4
FREP-356757-G,2024-03-18,2
FREP-356792-G,2024-03-18,2
FREP-356769-G,2024-03-18,2
FREP-357072-G,2024-03-20,0
FREP-357813-G,2024-03-27,2
FREP-357622-G,2024-03-26,2
FREP-357270-G,2024-03-22,4
FREP-357460-G,2024-03-24,0
FREP-357344-G,2024-03-22,4
FREP-357478-G,2024-03-25,4
FREP-357934-G,2024-03-28,1
FREP-357940-G,2024-03-28,1
FREP-358084-G,2024-03-28,1
FREP-86416-C,2023-12-19,3
FREP-87197-C,2024-01-03,1
FREP-86850-C,2024-03-08,4
FREP-86867-C,2023-12-28,2
FREP-87069-C,2024-01-02,4
FREP-87374-V,2023-10-19,2
FREP-87133-C,2024-01-03,1
FREP-87074-C,2024-01-02,4
FREP-87328-C,2024-01-05,0
FREP-87391-C,2024-01-06,1
FREP-87424-C,2024-01-07,3
FREP-87468-C,2024-01-08,0
FREP-87767-V,2023-11-02,2
FREP-87642-V,2023-11-02,2
FREP-87997-V,2023-11-02,2
FREP-87634-V,2023-11-02,2
FREP-87891-V,2023-11-03,3
FREP-87488-V,2023-10-30,4
FREP-87494-C,2024-01-08,0
FREP-87568-V,2023-11-02,2
FREP-87953-V,2023-11-02,2
FREP-87643-V,2023-11-02,2
FREP-87876-V,2023-11-02,2
FREP-87947-C,2024-01-02,4
FREP-87950-C,2024-01-02,4
FREP-88614-V,2023-12-12,1
FREP-88098-V,2023-11-03,3
FREP-88073-V,2023-11-03,3
FREP-88545-V,2023-11-22,3
FREP-8817-I,2024-01-09,2
FREP-88213-V,2023-11-04,0
FREP-8836-I,2023-12-05,3
FREP-88457-C,2024-02-22,4
FREP-88549-C,2024-01-20,4
FREP-88546-V,2024-01-09,2
FREP-88605-C,2024-01-21,2
FREP-88619-V,2023-12-12,1
FREP-88632-C,2024-01-22,4
FREP-88295-V,2023-11-12,3
FREP-88361-C,2024-03-08,4
FREP-88410-C,2024-03-08,4
FREP-88422-V,2023-12-19,3
FREP-88711-V,2023-12-20,4
FREP-89242-C,2024-01-30,3
FREP-88798-V,2023-12-31,0
FREP-88869-V,2024-01-02,4
FREP-89054-C,2024-03-08,4
FREP-89120-C,2024-01-28,3
FREP-88834-C,2024-01-23,1
FREP-88901-C,2024-01-24,3
FREP-89114-V,2024-01-22,4
FREP-89471-C,2024-02-02,4
FREP-89454-V,2024-02-16,3
FREP-8946-I,2023-12-18,3
FREP-89542-C,2024-02-04,4
FREP-90056-C,2024-02-12,4
FREP-89599-V,2024-03-07,2
FREP-89656-C,2024-02-06,4
FREP-89729-C,2024-02-07,3
FREP-89987-V,2024-03-24,0
FREP-90073-C,2024-02-14,2
FREP-8989-I,2023-12-24,2
FREP-90215-C,2024-02-15,0
FREP-91217-C,2024-03-04,3
FREP-9051-I,2024-01-02,4
FREP-90366-C,2024-02-18,4
FREP-90958-C,2024-02-27,0
FREP-90862-C,2024-02-26,0
FREP-90842-C,2024-02-25,2
FREP-90841-C,2024-02-25,2
FREP-91149-C,2024-03-01,1
FREP-90753-C,2024-02-23,3
FREP-90860-C,2024-02-25,2
FREP-90741-C,2024-02-22,4
FREP-90410-C,2024-02-19,1
FREP-90504-C,2024-02-23,3
FREP-90781-C,2024-02-24,2
FREP-91031-C,2024-02-28,2
FREP-91362-C,2024-03-04,3
FREP-92081-C,2024-03-17,1
FREP-92391-C,2024-03-24,0
FREP-92139-C,2024-03-25,4
FREP-9160-I,2024-01-09,2
FREP-92380-C,2024-03-23,4
FREP-9162-I,2024-01-09,2
FREP-9227-I,2024-01-17,0
FREP-92542-C,2024-03-26,2
FREP-92655-C,2024-03-28,1
FREP-9284-I,2024-01-21,2
FREP-9337-I,2024-01-26,1
FREP-9308-I,2024-01-21,2
FREP-9487-I,2024-02-15,0
FREP-9740-I,2024-03-20,0
FREP-9956-I,2024-03-30,4
FREP-83268-C,2023-10-28,4
FREP-83304-C,2024-01-04,4
FREP-83687-C,2023-11-03,3
FREP-83410-C,2023-10-30,4
FREP-8359-I,2023-10-24,4
FREP-83799-C,2023-11-06,3
FREP-84152-C,2023-11-13,1
FREP-84190-C,2023-11-13,1
FREP-84642-C,2023-11-20,0
FREP-84692-C,2023-11-21,2
FREP-84716-C,2024-03-01,1
FREP-84962-C,2023-11-27,0
FREP-85135-C,2023-11-29,1
FREP-8454-I,2023-12-05,3
FREP-84555-C,2023-11-17,3
FREP-85812-C,2023-12-09,3
FREP-85777-C,2023-12-08,4
FREP-336293-J,2024-01-09,2
FREP-336009-J,2024-01-31,0
FREP-336065-G,2023-10-13,4
FREP-336270-G,2023-10-16,2
FREP-335990-G,2023-10-13,4
FREP-336339-J,2024-01-09,2
FREP-336235-G,2023-10-16,2
FREP-336725-J,2024-01-13,1
FREP-336757-Z,2024-02-01,1
FREP-337057-G,2023-10-21,2
FREP-336913-G,2023-10-20,2
FREP-337212-J,2024-01-18,3
FREP-337403-G,2023-10-24,4
FREP-337227-G,2023-10-23,1
FREP-337646-G,2023-10-26,2
FREP-337955-G,2023-10-28,4
FREP-337888-G,2023-11-23,4
FREP-337981-G,2023-10-28,4
FREP-338028-G,2023-10-28,4
FREP-338131-G,2023-10-30,4
FREP-338254-G,2023-10-30,4
FREP-338320-G,2023-10-31,4
FREP-338176-G,2023-11-01,1
FREP-338212-G,2023-10-30,4
FREP-338215-J,2024-01-29,0
FREP-338270-J,2024-02-13,2
FREP-338284-J,2024-01-30,3
FREP-338319-G,2023-11-11,0
FREP-338512-J,2024-02-01,1
FREP-338598-J,2024-02-02,4
FREP-338466-G,2023-11-02,2
FREP-338462-G,2023-11-01,1
FREP-338640-G,2023-11-02,2
FREP-338655-J,2024-02-03,1
FREP-338657-J,2024-02-03,1
FREP-338716-G,2023-11-02,2
FREP-338742-G,2023-11-02,2
FREP-338780-G,2023-11-03,3
FREP-338795-G,2023-11-03,3
FREP-338840-G,2023-11-03,3
FREP-338862-G,2023-11-04,0
FREP-338907-J,2024-02-06,4
FREP-339026-J,2024-02-07,3
FREP-338981-G,2023-11-05,2
FREP-339009-J,2024-02-07,3
FREP-339028-G,2023-11-05,2
FREP-339059-G,2023-11-05,2
FREP-338999-G,2023-11-05,2
FREP-339254-G,2023-11-07,2
FREP-339109-J,2024-02-08,0
FREP-339368-G,2023-11-07,2
FREP-339387-G,2023-11-08,4
FREP-339383-G,2023-11-08,4
FREP-339412-G,2023-11-08,4
FREP-339901-J,2024-02-15,0
FREP-339698-J,2024-02-14,2
FREP-339778-G,2023-11-10,1
FREP-339826-G,2023-11-11,0
FREP-339837-G,2023-11-11,0
FREP-339914-G,2023-11-12,3
FREP-340419-G,2023-11-22,3
FREP-340446-G,2023-11-16,1
FREP-341189-J,2024-02-29,2
FREP-341013-G,2023-11-20,0
FREP-341580-J,2024-03-04,3
FREP-341415-G,2023-11-23,4
FREP-341539-J,2024-03-03,2
FREP-341445-G,2023-11-23,4
FREP-409885-Z,2023-11-28,2
FREP-409937-Z,2023-11-24,2
FREP-410475-Z,2023-11-28,2
FREP-411440-Z,2023-12-02,0
FREP-410872-Z,2023-11-29,1
FREP-411022-Z,2023-12-07,0
FREP-411363-Z,2023-12-02,0
FREP-411384-Z,2024-02-06,4
FREP-412039-Z,2023-12-05,3
FREP-420834-Z,2024-01-21,2
FREP-421007-Z,2024-01-22,4
FREP-420927-Z,2024-01-22,4
FREP-386073-Z,2023-11-02,2
FREP-386108-Z,2023-11-02,2
FREP-392514-Z,2023-12-18,3
FREP-380806-Z,2024-02-09,1
FREP-342927-G,2023-12-05,3
FREP-342981-G,2023-12-05,3
FREP-343162-G,2023-12-06,1
FREP-343210-G,2023-12-07,0
FREP-349098-G,2024-01-22,4
FREP-349090-G,2024-01-22,4
FREP-349179-G,2024-01-21,2
FREP-349175-G,2024-01-22,4
FREP-349087-G,2024-01-22,4
FREP-349114-G,2024-01-22,4
FREP-349141-G,2024-01-22,4
FREP-349243-G,2024-01-22,4
FREP-349270-G,2024-01-22,4
FREP-349511-G,2024-01-22,4
FREP-349303-G,2024-01-22,4
FREP-349381-G,2024-01-22,4
FREP-349463-G,2024-01-22,4
FREP-349517-G,2024-02-01,1
FREP-349524-G,2024-01-22,4
FREP-349537-G,2024-01-23,1
FREP-349431-G,2024-01-22,4
FREP-349910-G,2024-01-24,3
FREP-350000-G,2024-01-25,4
FREP-350034-G,2024-01-25,4
FREP-350107-G,2024-01-27,0
FREP-350088-G,2024-01-25,4
FREP-349886-G,2024-01-24,3
FREP-350038-G,2024-01-25,4
FREP-350045-G,2024-01-26,1
FREP-350050-G,2024-01-26,1
FREP-350097-G,2024-01-26,1
FREP-325347-J,2023-10-10,4
FREP-325875-G,2024-01-25,4
FREP-326883-J,2023-10-03,0
FREP-327032-G,2023-10-10,4
FREP-327033-G,2023-10-06,4
FREP-327782-J,2023-11-02,2
FREP-328031-J,2023-09-30,2
FREP-421618-Z,2024-01-23,1
FREP-421417-Z,2024-01-23,1
FREP-421933-Z,2024-01-24,3
FREP-421820-Z,2024-01-24,3
FREP-421632-Z,2024-01-23,1
FREP-421658-Z,2024-02-05,3
FREP-422193-Z,2024-01-25,4
FREP-422462-Z,2024-02-28,2
FREP-422120-Z,2024-01-26,1
FREP-422133-Z,2024-01-25,4
FREP-422639-Z,2024-01-29,0
FREP-422215-Z,2024-01-26,1
FREP-422235-Z,2024-01-26,1
FREP-422417-Z,2024-01-26,1
FREP-422957-Z,2024-01-30,3
FREP-422998-Z,2024-01-31,0
FREP-423503-Z,2024-02-02,4
FREP-423476-Z,2024-02-01,1
FREP-423003-Z,2024-01-30,3
FREP-423124-Z,2024-01-31,0
FREP-423291-Z,2024-02-01,1
FREP-423736-Z,2024-02-03,1
FREP-423800-Z,2024-02-04,4
FREP-423837-Z,2024-02-04,4
FREP-424194-Z,2024-02-06,4
FREP-424031-Z,2024-02-05,3
FREP-424066-Z,2024-02-06,4
FREP-424282-Z,2024-02-06,4
FREP-424271-Z,2024-02-06,4
FREP-424568-Z,2024-02-08,0
FREP-424663-Z,2024-02-08,0
FREP-10085-I,2024-03-31,2
FREP-10020-I,2024-03-30,4
FREP-10497-I,2023-10-05,0
FREP-10505-I,2024-03-12,4
FREP-11314-L,2023-11-20,0
FREP-11420-L,2024-03-25,4
FREP-341230-J,2024-02-29,2
FREP-341917-G,2023-11-27,0
FREP-342083-G,2023-11-28,2
FREP-342148-J,2024-03-27,2
FREP-342169-J,2024-03-11,3
FREP-342090-J,2024-03-10,1
FREP-342095-J,2024-03-10,1
FREP-342368-J,2024-03-12,4
FREP-342603-J,2024-03-14,1
FREP-342629-G,2023-12-02,0
FREP-342495-G,2023-12-01,0
FREP-342659-G,2023-12-03,0
FREP-342671-G,2023-12-04,3
FREP-346647-G,2024-01-04,4
FREP-347247-G,2024-01-11,1
FREP-347491-G,2024-01-10,1
FREP-347590-G,2024-01-17,0
FREP-347708-G,2024-01-11,1
FREP-348429-G,2024-01-17,0
FREP-348277-G,2024-01-16,2
FREP-348969-G,2024-01-21,2
FREP-348911-G,2024-01-21,2
FREP-348946-G,2024-01-21,2
FREP-348952-G,2024-01-21,2
FREP-348874-G,2024-01-21,2
FREP-348966-G,2024-01-21,2
FREP-348842-G,2024-01-21,2
FREP-348954-G,2024-01-21,2
FREP-349071-G,2024-01-22,4
FREP-349250-G,2024-01-22,4
FREP-349375-G,2024-01-22,4
FREP-349510-G,2024-01-22,4
FREP-331453-J,2023-11-14,1
FREP-331487-J,2023-11-15,3
FREP-331541-J,2023-11-17,3
FREP-331653-Z,2024-02-20,1
FREP-331797-J,2023-11-19,4
FREP-332203-J,2023-11-27,0
FREP-332663-J,2023-11-27,0
FREP-332577-J,2023-11-26,1
FREP-332645-J,2023-11-28,2
FREP-332619-J,2023-11-27,0
FREP-332640-J,2023-11-27,0
FREP-332829-J,2023-11-28,2
FREP-333600-J,2023-12-07,0
FREP-333724-G,2024-01-03,1
FREP-333726-J,2023-12-07,0
FREP-333884-J,2023-12-13,4
FREP-333880-J,2023-12-09,3
FREP-333676-G,2023-10-17,0
FREP-335581-G,2023-10-10,4
FREP-335692-J,2024-01-03,1
FREP-33573-Z,2023-12-19,3
FREP-335778-J,2024-01-04,4
FREP-335963-G,2023-10-13,4
FREP-333356-J,2023-12-04,3
FREP-333284-G,2023-10-10,4
FREP-333316-J,2023-12-03,0
FREP-333339-J,2023-12-04,3
FREP-331355-J,2023-11-14,1
FREP-331111-J,2023-11-11,0
FREP-331387-J,2023-11-16,1
FREP-209541-Z,2023-12-12,1
FREP-22676-U,2024-02-20,1
FREP-22456-U,2023-12-05,3
FREP-22790-U,2024-03-11,3
FREP-22707-U,2024-02-22,4
FREP-22813-U,2024-03-20,0
FREP-22955-U,2024-03-30,4
FREP-22958-U,2024-03-29,1
FREP-23038-U,2024-03-31,2
FREP-23050-U,2024-03-31,2
FREP-83990-C,2023-11-10,1
FREP-327731-G,2023-12-11,4
FREP-328323-J,2023-10-04,4
FREP-328778-J,2023-10-12,1
FREP-68030-C,2023-11-14,1
FREP-68057-C,2023-11-08,4
FREP-68422-C,2023-11-02,2
FREP-69646-N,2023-10-01,2
FREP-74212-N,2023-09-30,2
FREP-74260-N,2024-03-08,4
FREP-421292-Z,2024-01-22,4
FREP-421298-Z,2024-01-22,4
FREP-421496-Z,2024-01-23,1
FREP-421596-Z,2024-01-23,1
FREP-421640-Z,2024-01-24,3
FREP-421948-Z,2024-01-24,3
FREP-421367-Z,2024-01-22,4
FREP-421381-Z,2024-01-22,4
FREP-421900-Z,2024-01-25,4
FREP-421883-Z,2024-01-24,3
FREP-421910-Z,2024-01-24,3
FREP-422416-Z,2024-01-26,1
FREP-422333-Z,2024-01-26,1
FREP-422392-Z,2024-02-23,3
FREP-422509-Z,2024-01-27,0
FREP-422583-Z,2024-01-28,3
FREP-422536-Z,2024-01-27,0
FREP-422666-Z,2024-01-29,0
FREP-422107-Z,2024-01-25,4
FREP-422201-Z,2024-01-25,4
FREP-422699-Z,2024-01-30,3
FREP-422252-Z,2024-01-29,0
FREP-422925-Z,2024-01-30,3
FREP-423044-Z,2024-01-30,3
FREP-423055-Z,2024-01-30,3
FREP-423096-Z,2024-01-30,3
FREP-423268-Z,2024-01-31,0
FREP-423436-Z,2024-02-06,4
FREP-423535-Z,2024-02-02,4
FREP-423873-Z,2024-02-05,3
FREP-427577-Z,2024-02-23,3
FREP-427907-Z,2024-02-25,2
FREP-428008-Z,2024-02-26,0
FREP-429202-Z,2024-03-04,3
FREP-429084-Z,2024-03-03,2
FREP-429077-Z,2024-03-03,2
FREP-429098-Z,2024-03-03,2
FREP-428817-Z,2024-03-01,1
FREP-429221-Z,2024-03-04,3
FREP-428932-Z,2024-03-02,1
FREP-428969-Z,2024-03-02,1
FREP-429165-Z,2024-03-04,3
FREP-429199-Z,2024-03-04,3
FREP-46561-M,2024-01-24,3
FREP-46687-M,2024-03-25,4
FREP-46688-M,2024-03-25,4
FREP-52810-N,2023-10-01,2
FREP-74960-N,2023-11-02,2
FREP-74832-N,2023-10-25,1
FREP-75233-N,2024-03-25,4
FREP-74275-N,2023-10-04,4
FREP-74759-N,2023-10-23,1
FREP-74482-N,2023-11-06,3
FREP-74732-N,2023-11-10,1
FREP-430110-Z,2024-03-10,1
FREP-429812-Z,2024-03-08,4
FREP-430392-Z,2024-03-12,4
FREP-430451-Z,2024-03-14,1
FREP-429549-Z,2024-03-06,2
FREP-430154-Z,2024-03-11,3
FREP-430249-Z,2024-03-11,3
FREP-430289-Z,2024-03-11,3
FREP-261302-J,2023-11-24,2
FREP-275247-G,2024-01-30,3
FREP-373289-Z,2023-11-23,4
FREP-373880-Z,2023-11-02,2
FREP-377823-Z,2023-09-30,2
FREP-404003-Z,2023-10-22,4
FREP-404025-Z,2023-10-22,4
FREP-404230-Z,2023-10-24,4
FREP-404517-Z,2023-10-26,2
FREP-403966-Z,2023-10-22,4
FREP-404445-Z,2023-10-25,1
FREP-404888-Z,2023-10-28,4
FREP-404913-Z,2023-10-28,4
FREP-405050-Z,2023-10-29,4
FREP-405257-Z,2023-10-30,4
FREP-405316-Z,2023-11-24,2
FREP-405335-Z,2023-10-31,4
FREP-405399-Z,2023-10-31,4
FREP-404985-Z,2023-10-30,4
FREP-405244-Z,2023-10-30,4
FREP-405612-Z,2023-11-02,2
FREP-405114-Z,2023-10-30,4
FREP-405362-Z,2023-10-31,4
FREP-406021-Z,2023-11-03,3
FREP-405868-Z,2023-11-02,2
FREP-405870-Z,2023-11-02,2
FREP-406030-Z,2023-11-03,3
FREP-406246-Z,2023-11-04,0
FREP-406476-Z,2023-11-04,0
FREP-406435-Z,2023-11-05,2
FREP-405962-Z,2023-11-02,2
FREP-406395-Z,2023-11-05,2
FREP-406141-Z,2023-11-03,3
FREP-406237-Z,2023-11-04,0
FREP-406273-Z,2023-11-04,0
FREP-406350-Z,2023-11-04,0
FREP-407219-Z,2023-11-09,4
FREP-406662-Z,2023-11-07,2
FREP-406693-Z,2024-01-16,2
FREP-406804-Z,2023-11-08,4
FREP-407115-Z,2023-11-09,4
FREP-407280-Z,2023-11-10,1
FREP-407532-Z,2023-11-11,0
FREP-407186-Z,2023-11-09,4
FREP-406944-Z,2023-11-08,4
FREP-406984-Z,2023-11-08,4
FREP-407444-Z,2023-11-09,4
FREP-407439-Z,2023-11-10,1
FREP-407501-Z,2023-11-11,0
FREP-408360-Z,2023-11-15,3
FREP-408427-Z,2023-11-15,3
FREP-407853-Z,2023-11-13,1
FREP-408082-Z,2023-11-14,1
FREP-408139-Z,2023-12-06,1
FREP-408225-Z,2023-11-15,3
FREP-408428-Z,2023-11-15,3
FREP-407807-Z,2023-11-13,1
FREP-407835-Z,2023-11-13,1
FREP-407861-Z,2023-11-13,1
FREP-408578-Z,2023-12-10,0
FREP-409215-Z,2023-11-21,2
FREP-409154-Z,2023-11-20,0
FREP-409462-Z,2023-11-22,3
FREP-408787-Z,2023-11-18,1
FREP-408865-Z,2023-11-22,3
FREP-409608-Z,2023-11-23,4
FREP-410490-Z,2023-11-28,2
FREP-410450-Z,2023-11-27,0
FREP-410033-Z,2023-11-25,2
FREP-410153-Z,2023-11-26,1
FREP-410307-Z,2023-11-27,0
FREP-410317-Z,2023-11-27,0
FREP-410485-Z,2023-11-28,2
FREP-410472-Z,2023-11-28,2
FREP-410578-Z,2023-11-28,2
FREP-409869-Z,2023-11-24,2
FREP-409703-Z,2023-12-02,0
FREP-409836-Z,2023-11-24,2
FREP-410012-Z,2023-11-25,2
FREP-410647-Z,2023-11-28,2
FREP-411158-Z,2023-12-01,0
FREP-410861-Z,2023-11-29,1
FREP-410919-Z,2023-11-30,3
FREP-411103-Z,2023-11-30,3
FREP-410924-Z,2023-11-30,3
FREP-411204-Z,2023-12-01,0
FREP-411305-Z,2023-12-01,0
FREP-411345-Z,2023-12-02,0
FREP-411463-Z,2023-12-02,0
FREP-411429-Z,2023-12-02,0
FREP-411469-Z,2023-12-02,0
FREP-411668-Z,2023-12-04,3
FREP-411950-Z,2023-12-06,1
FREP-412447-Z,2023-12-08,4
FREP-411592-Z,2023-12-03,0
FREP-411726-Z,2023-12-04,3
FREP-411782-Z,2024-01-18,3
FREP-411843-Z,2023-12-05,3
FREP-412180-Z,2023-12-06,1
FREP-412210-Z,2023-12-07,0
FREP-412387-Z,2023-12-07,0
FREP-412467-Z,2023-12-08,4
FREP-412558-Z,2023-12-08,4
FREP-412842-Z,2023-12-10,0
FREP-412804-Z,2023-12-09,3
FREP-412702-Z,2023-12-09,3
FREP-412704-Z,2023-12-09,3
FREP-412708-Z,2023-12-09,3
FREP-412862-Z,2023-12-10,0
FREP-412915-Z,2023-12-10,0
FREP-412724-Z,2023-12-09,3
FREP-413095-Z,2023-12-11,4
FREP-413354-Z,2023-12-12,1
FREP-413277-Z,2023-12-12,1
FREP-413351-Z,2023-12-12,1
FREP-413547-Z,2023-12-13,4
FREP-413459-Z,2024-01-12,2
FREP-413757-Z,2023-12-14,4
FREP-413791-Z,2023-12-15,3
FREP-413845-Z,2023-12-15,3
FREP-413227-Z,2023-12-11,4
FREP-413638-Z,2023-12-13,4
FREP-413809-Z,2023-12-14,4
FREP-414546-Z,2023-12-20,4
FREP-414885-Z,2023-12-21,4
FREP-414504-Z,2023-12-19,3
FREP-414851-Z,2023-12-21,4
FREP-414829-Z,2023-12-21,4
FREP-414854-Z,2023-12-21,4
FREP-414904-Z,2023-12-21,4
FREP-414039-Z,2023-12-16,0
FREP-414058-Z,2023-12-17,0
FREP-414596-Z,2023-12-20,4
FREP-414312-Z,2023-12-19,3
FREP-414326-Z,2023-12-19,3
FREP-414874-Z,2023-12-21,4
FREP-414384-Z,2023-12-19,3
FREP-414745-Z,2023-12-21,4
FREP-414717-Z,2023-12-20,4
FREP-414737-Z,2023-12-20,4
FREP-415029-Z,2023-12-21,4
FREP-415346-Z,2024-01-31,0
FREP-415068-Z,2024-01-05,0
FREP-415079-Z,2023-12-21,4
FREP-415095-Z,2023-12-22,2
FREP-415619-Z,2023-12-26,2
FREP-415519-Z,2023-12-25,4
FREP-414953-Z,2023-12-21,4
FREP-415059-Z,2023-12-21,4
FREP-415252-Z,2023-12-22,2
FREP-415013-Z,2023-12-21,4
FREP-415039-Z,2023-12-21,4
FREP-415479-Z,2023-12-24,2
FREP-415092-Z,2023-12-22,2
FREP-415506-Z,2023-12-25,4
FREP-415566-Z,2023-12-25,4
FREP-415632-Z,2023-12-26,2
FREP-415652-Z,2023-12-27,2
FREP-415722-Z,2023-12-27,2
FREP-416063-Z,2023-12-29,0
FREP-415986-Z,2023-12-28,2
FREP-415989-Z,2023-12-28,2
FREP-416246-Z,2023-12-31,0
FREP-416345-Z,2023-12-31,0
FREP-416389-Z,2024-01-08,0
FREP-415766-Z,2023-12-27,2
FREP-415809-Z,2023-12-28,2
FREP-415869-Z,2023-12-28,2
