Incident Reference,date,fold
FREP-336882-G,2023-10-19,3
FREP-337064-G,2023-10-21,1
FREP-337128-G,2023-10-21,1
FREP-337551-G,2023-11-03,2
FREP-338217-G,2023-10-30,2
FREP-338582-G,2023-11-01,3
FREP-338620-G,2023-11-02,3
FREP-338515-G,2023-11-01,3
FREP-338612-G,2023-11-02,3
FREP-338652-G,2023-11-02,3
FREP-338751-G,2023-11-02,3
FREP-338853-G,2023-11-04,2
FREP-338971-G,2023-11-05,3
FREP-340031-G,2023-11-13,1
FREP-340061-G,2023-11-13,1
FREP-340084-G,2023-11-13,1
FREP-340265-G,2023-11-14,1
FREP-340340-G,2023-11-14,1
FREP-341945-G,2023-11-27,4
FREP-404560-Z,2023-10-26,4
FREP-404718-Z,2023-10-27,3
FREP-404939-Z,2023-10-29,3
FREP-405636-Z,2023-11-02,3
FREP-405621-Z,2023-11-02,3
FREP-405635-Z,2023-11-02,3
FREP-405778-Z,2023-11-02,3
FREP-405983-Z,2023-11-02,3
FREP-407793-Z,2023-11-13,1
FREP-407829-Z,2023-11-13,1
FREP-408101-Z,2023-11-16,4
FREP-407884-Z,2023-11-13,1
FREP-408857-Z,2023-11-19,3
FREP-408901-Z,2023-11-19,3
FREP-410373-Z,2023-11-27,4
FREP-410367-Z,2023-11-27,4
FREP-411081-Z,2023-11-30,0
FREP-416754-Z,2024-01-03,4
FREP-416641-Z,2024-01-02,3
FREP-416677-Z,2024-01-02,3
FREP-416740-Z,2024-01-02,3
FREP-416583-Z,2024-01-02,3
FREP-416589-Z,2024-01-02,3
FREP-416605-Z,2024-01-02,3
FREP-416693-Z,2024-01-02,3
FREP-416757-Z,2024-01-02,3
FREP-416646-Z,2024-01-02,3
FREP-416650-Z,2024-01-02,3
FREP-416715-Z,2024-01-02,3
FREP-416716-Z,2024-01-02,3
FREP-416766-Z,2024-01-02,3
FREP-416770-Z,2024-01-03,4
FREP-416775-Z,2024-01-02,3
FREP-416875-Z,2024-01-02,3
FREP-416919-Z,2024-01-03,4
FREP-417351-Z,2024-01-04,1
FREP-417184-Z,2024-01-03,4
FREP-416843-Z,2024-01-02,3
FREP-416966-Z,2024-01-03,4
FREP-416999-Z,2024-01-03,4
FREP-417246-Z,2024-01-03,4
FREP-417275-Z,2024-01-03,4
FREP-417693-Z,2024-01-05,1
FREP-418073-Z,2024-01-07,2
FREP-417673-Z,2024-01-05,1
FREP-420687-Z,2024-01-21,2
FREP-420743-Z,2024-01-21,2
FREP-420773-Z,2024-01-21,2
FREP-420814-Z,2024-01-21,2
FREP-421150-Z,2024-01-22,4
FREP-420731-Z,2024-01-21,2
FREP-420785-Z,2024-01-21,2
FREP-420827-Z,2024-01-21,2
FREP-420898-Z,2024-01-22,4
FREP-403318-Z,2023-10-19,3
FREP-403783-Z,2023-10-21,1
FREP-403671-Z,2023-10-20,0
FREP-403743-Z,2023-10-20,0
FREP-343917-G,2023-12-12,1
FREP-344571-G,2023-12-18,3
FREP-344918-G,2023-12-21,4
FREP-345161-G,2023-12-24,0
FREP-344952-G,2023-12-21,4
FREP-345169-G,2023-12-24,0
FREP-345610-G,2023-12-29,3
FREP-346004-G,2024-01-02,3
FREP-345820-G,2023-12-31,1
FREP-345778-G,2023-12-31,1
FREP-345767-G,2023-12-30,1
FREP-345772-G,2023-12-31,1
FREP-345795-G,2023-12-31,1
FREP-345918-G,2024-01-01,2
FREP-346111-G,2024-01-02,3
FREP-346297-G,2024-01-04,1
FREP-346074-G,2024-01-02,3
FREP-346082-G,2024-01-02,3
FREP-346094-G,2024-01-02,3
FREP-346114-G,2024-01-02,3
FREP-346098-G,2024-01-02,3
FREP-346120-G,2024-01-02,3
FREP-346256-G,2024-01-03,4
FREP-346151-G,2024-01-02,3
FREP-346244-G,2024-01-02,3
FREP-346227-G,2024-01-02,3
FREP-346440-G,2024-01-04,1
FREP-346108-G,2024-01-02,3
FREP-346136-G,2024-01-02,3
FREP-346172-G,2024-01-02,3
FREP-346272-G,2024-01-03,4
FREP-346164-G,2024-01-02,3
FREP-346170-G,2024-01-02,3
FREP-346178-G,2024-01-02,3
FREP-346201-G,2024-01-02,3
FREP-346277-G,2024-01-03,4
FREP-346534-G,2024-01-04,1
FREP-346459-G,2024-01-04,1
FREP-346610-G,2024-01-04,1
FREP-348950-G,2024-01-22,4
FREP-348921-G,2024-01-21,2
FREP-348919-G,2024-01-22,4
FREP-348965-G,2024-01-21,2
FREP-348976-G,2024-01-21,2
FREP-349038-G,2024-01-21,2
FREP-349043-G,2024-01-21,2
FREP-349062-G,2024-01-22,4
FREP-349204-G,2024-01-22,4
FREP-349080-G,2024-01-22,4
FREP-349275-G,2024-01-22,4
FREP-349142-G,2024-01-22,4
FREP-349167-G,2024-01-23,2
FREP-349230-G,2024-01-23,2
FREP-349021-G,2024-01-21,2
FREP-349022-G,2024-01-22,4
FREP-349023-G,2024-01-22,4
FREP-349042-G,2024-01-22,4
FREP-349059-G,2024-01-22,4
FREP-349150-G,2024-01-22,4
FREP-349173-G,2024-01-22,4
FREP-349289-G,2024-01-22,4
FREP-349325-G,2024-01-22,4
FREP-349525-G,2024-01-22,4
FREP-349577-G,2024-01-23,2
FREP-349598-G,2024-01-23,2
FREP-349737-G,2024-01-23,2
FREP-349727-G,2024-01-23,2
FREP-349573-G,2024-01-23,2
FREP-349704-G,2024-01-23,2
FREP-349777-G,2024-01-23,2
FREP-349780-G,2024-01-24,4
FREP-349861-G,2024-01-24,4
FREP-349809-G,2024-01-24,4
FREP-350118-G,2024-01-26,4
FREP-421460-Z,2024-01-23,2
FREP-421309-Z,2024-01-22,4
FREP-421762-Z,2024-01-24,4
FREP-421523-Z,2024-01-23,2
FREP-421538-Z,2024-01-23,2
FREP-421681-Z,2024-01-24,4
FREP-421728-Z,2024-01-24,4
FREP-422751-Z,2024-01-21,2
FREP-422262-Z,2024-01-26,4
FREP-422971-Z,2024-01-30,2
FREP-424613-Z,2024-02-08,3
FREP-424285-Z,2024-02-06,0
FREP-424509-Z,2024-02-07,3
FREP-424387-Z,2024-02-07,3
FREP-431950-Z,2024-03-21,1
FREP-432926-Z,2024-03-28,3
FREP-22590-U,2024-01-22,4
FREP-22608-U,2024-01-21,2
FREP-354116-G,2024-02-26,2
FREP-354053-G,2024-02-26,2
FREP-354155-G,2024-02-26,2
FREP-354686-G,2024-02-29,0
FREP-355264-G,2024-03-04,1
FREP-357797-G,2024-03-27,1
FREP-358098-G,2024-03-28,3
FREP-358105-G,2024-03-28,3
FREP-357926-G,2024-03-28,3
FREP-358006-G,2024-03-28,3
FREP-358039-G,2024-03-28,3
FREP-86063-C,2023-12-12,1
FREP-86659-C,2023-12-21,4
FREP-8631-I,2023-11-16,4
FREP-87115-C,2024-01-03,4
FREP-87603-V,2023-11-02,3
FREP-87630-V,2023-11-02,3
FREP-87711-V,2023-11-02,3
FREP-87710-V,2023-11-02,3
FREP-87802-V,2023-11-02,3
FREP-88579-C,2024-01-21,2
FREP-88845-V,2024-01-02,3
FREP-88906-V,2024-01-03,4
FREP-89117-V,2024-01-22,4
FREP-88827-V,2024-01-02,3
FREP-89605-V,2024-02-26,2
FREP-9084-I,2024-01-02,3
FREP-9106-I,2024-01-04,1
FREP-9918-I,2024-03-29,4
FREP-9949-I,2024-03-30,4
FREP-336044-G,2023-11-24,4
FREP-336682-G,2023-10-19,3
FREP-338015-G,2023-10-28,0
FREP-338594-G,2023-11-02,3
FREP-338600-G,2023-11-02,3
FREP-338646-G,2023-11-02,3
FREP-338680-G,2023-11-02,3
FREP-338951-G,2023-11-04,2
FREP-339769-J,2024-02-14,2
FREP-339983-G,2023-11-13,1
FREP-412819-Z,2023-12-10,1
FREP-412848-Z,2023-12-10,1
FREP-412790-Z,2023-12-09,1
FREP-412770-Z,2023-12-10,1
FREP-412830-Z,2023-12-10,1
FREP-412740-Z,2023-12-09,1
FREP-412788-Z,2023-12-09,1
FREP-412796-Z,2023-12-10,1
FREP-413031-Z,2023-12-11,0
FREP-413635-Z,2023-12-13,4
FREP-416624-Z,2024-01-02,3
FREP-416703-Z,2024-01-02,3
FREP-416652-Z,2024-01-02,3
FREP-416562-Z,2024-01-02,3
FREP-416610-Z,2024-01-02,3
FREP-416627-Z,2024-01-02,3
FREP-416690-Z,2024-01-02,3
FREP-416705-Z,2024-01-02,3
FREP-416961-Z,2024-01-03,4
FREP-416769-Z,2024-01-02,3
FREP-416779-Z,2024-01-02,3
FREP-416825-Z,2024-01-02,3
FREP-416852-Z,2024-01-02,3
FREP-417200-Z,2024-01-03,4
FREP-417562-Z,2024-01-04,1
FREP-416933-Z,2024-01-03,4
FREP-417189-Z,2024-01-03,4
FREP-417215-Z,2024-01-03,4
FREP-416824-Z,2024-01-02,3
FREP-416855-Z,2024-01-02,3
FREP-416912-Z,2024-01-03,4
FREP-417488-Z,2024-01-04,1
FREP-417834-Z,2024-01-05,1
FREP-417708-Z,2024-01-06,2
FREP-420579-Z,2024-01-21,2
FREP-420305-Z,2024-01-21,2
FREP-420632-Z,2024-01-21,2
FREP-420654-Z,2024-01-21,2
FREP-420848-Z,2024-01-21,2
FREP-420964-Z,2024-01-22,4
FREP-420715-Z,2024-01-22,4
FREP-420721-Z,2024-01-22,4
FREP-420744-Z,2024-01-21,2
FREP-420784-Z,2024-01-21,2
FREP-420829-Z,2024-01-22,4
FREP-420700-Z,2024-01-21,2
FREP-420707-Z,2024-01-21,2
FREP-420982-Z,2024-01-22,4
FREP-420822-Z,2024-01-21,2
FREP-400369-Z,2023-10-03,4
FREP-402940-Z,2023-10-18,0
FREP-402853-Z,2023-10-17,3
FREP-342918-G,2023-12-05,0
FREP-342951-G,2023-12-08,2
FREP-343287-G,2023-12-07,2
FREP-343533-G,2023-12-09,1
FREP-17012-O,2024-03-01,2
FREP-22320-U,2023-11-02,3
FREP-22869-U,2024-03-29,4
FREP-23032-U,2024-03-31,2
FREP-22311-U,2023-11-02,3
FREP-404039-Z,2023-10-22,4
FREP-405615-Z,2023-11-02,3
FREP-405638-Z,2023-11-02,3
FREP-405779-Z,2023-11-02,3
FREP-405892-Z,2023-11-02,3
FREP-406023-Z,2023-11-02,3
FREP-405935-Z,2023-11-02,3
FREP-406511-Z,2023-11-06,3
FREP-408003-Z,2023-11-14,1
FREP-408735-Z,2023-11-18,4
FREP-408864-Z,2023-11-19,3
FREP-412828-Z,2023-12-10,1
FREP-412656-Z,2023-12-09,1
FREP-412735-Z,2023-12-09,1
FREP-412975-Z,2023-12-10,1
FREP-412712-Z,2023-12-09,1
FREP-412797-Z,2023-12-10,1
FREP-412730-Z,2023-12-09,1
FREP-412772-Z,2023-12-09,1
FREP-412815-Z,2023-12-10,1
FREP-412865-Z,2023-12-10,1
FREP-412895-Z,2023-12-10,1
FREP-413060-Z,2023-12-11,0
FREP-413537-Z,2023-12-13,4
FREP-413994-Z,2023-12-16,4
FREP-414760-Z,2023-12-21,4
FREP-414418-Z,2023-12-19,0
FREP-414882-Z,2023-12-21,4
FREP-415056-Z,2023-12-21,4
FREP-415440-Z,2023-12-24,0
FREP-415724-Z,2023-12-27,2
FREP-415884-Z,2023-12-28,3
FREP-415789-Z,2023-12-27,2
FREP-415860-Z,2023-12-28,3
FREP-416568-Z,2024-01-02,3
FREP-416578-Z,2024-01-02,3
FREP-416617-Z,2024-01-02,3
FREP-416761-Z,2024-01-02,3
FREP-416577-Z,2024-01-02,3
FREP-416608-Z,2024-01-02,3
FREP-416680-Z,2024-01-02,3
FREP-416874-Z,2024-01-03,4
FREP-417007-Z,2024-01-03,4
FREP-417059-Z,2024-01-03,4
FREP-416785-Z,2024-01-02,3
FREP-416814-Z,2024-01-03,4
FREP-416988-Z,2024-01-03,4
FREP-417163-Z,2024-01-03,4
FREP-417613-Z,2024-01-05,1
FREP-418319-Z,2024-01-08,3
FREP-418593-Z,2024-01-10,0
FREP-418822-Z,2024-01-11,2
FREP-420542-Z,2024-01-21,2
FREP-420691-Z,2024-01-21,2
FREP-420912-Z,2024-01-21,2
FREP-420728-Z,2024-01-21,2
FREP-420735-Z,2024-01-21,2
FREP-420806-Z,2024-01-21,2
FREP-420997-Z,2024-01-22,4
FREP-420899-Z,2024-01-21,2
FREP-420905-Z,2024-01-22,4
FREP-420909-Z,2024-01-22,4
FREP-421695-Z,2024-01-23,2
FREP-421717-Z,2024-01-24,4
FREP-422041-Z,2024-01-25,2
FREP-426731-Z,2024-02-19,2
FREP-335638-G,2023-10-10,3
FREP-9286-I,2024-01-22,4
FREP-9961-I,2024-03-30,4
FREP-336680-G,2023-10-18,0
FREP-338184-G,2023-10-30,2
FREP-338614-G,2023-11-02,3
FREP-338670-G,2023-11-02,3
FREP-338452-G,2023-11-01,3
FREP-338639-G,2023-11-02,3
FREP-338631-G,2023-11-02,3
FREP-338626-G,2023-11-02,3
FREP-338629-G,2023-11-02,3
FREP-338666-G,2023-11-02,3
FREP-339043-G,2023-11-05,3
FREP-339390-G,2023-11-08,0
FREP-339409-G,2023-11-08,0
FREP-340192-G,2023-11-14,1
FREP-340447-G,2023-11-15,2
FREP-344749-G,2023-12-20,2
FREP-345188-G,2023-12-24,0
FREP-345351-G,2023-12-27,2
FREP-345392-G,2023-12-27,2
FREP-345522-G,2023-12-28,3
FREP-345791-G,2023-12-31,1
FREP-354783-G,2024-03-01,2
FREP-351731-G,2024-02-06,0
FREP-352352-G,2024-02-11,0
FREP-16365-O,2024-01-02,3
FREP-16110-O,2023-11-27,4
FREP-16031-W,2023-11-02,3
FREP-16118-W,2024-01-02,3
FREP-16149-W,2024-01-02,3
FREP-16155-W,2024-01-02,3
FREP-16179-W,2024-01-02,3
FREP-16363-O,2024-01-02,3
FREP-16420-O,2024-01-02,3
FREP-354021-G,2024-02-26,2
FREP-354080-G,2024-02-26,2
FREP-354041-G,2024-02-26,2
FREP-336494-G,2023-10-18,0
FREP-400551-Z,2023-10-03,4
FREP-402234-Z,2023-10-14,3
FREP-402129-Z,2023-10-13,1
FREP-402366-Z,2023-10-15,2
FREP-403119-Z,2023-10-18,0
FREP-343530-G,2023-12-09,1
FREP-343568-G,2023-12-10,1
FREP-343694-G,2023-12-11,0
FREP-346642-G,2024-01-04,1
FREP-346625-G,2024-01-04,1
FREP-346643-G,2024-01-04,1
FREP-346882-G,2024-01-06,2
FREP-346919-G,2024-01-07,2
FREP-346938-G,2024-01-07,2
FREP-346850-G,2024-01-06,2
FREP-346880-G,2024-01-06,2
FREP-347474-G,2024-01-10,0
FREP-348958-G,2024-01-21,2
FREP-348983-G,2024-01-21,2
FREP-348908-G,2024-01-21,2
FREP-349014-G,2024-01-21,2
FREP-349216-G,2024-01-22,4
FREP-349037-G,2024-01-22,4
FREP-349417-G,2024-01-21,2
FREP-349515-G,2024-01-22,4
FREP-349483-G,2024-01-22,4
FREP-349693-G,2024-01-23,2
FREP-349934-G,2024-01-24,4
FREP-349908-G,2024-01-24,4
FREP-421362-Z,2024-01-22,4
FREP-421576-Z,2024-01-23,2
FREP-421453-Z,2024-01-21,2
FREP-421636-Z,2024-01-23,2
FREP-421683-Z,2024-01-23,2
FREP-422537-Z,2024-01-22,4
FREP-422605-Z,2024-01-28,0
FREP-423330-Z,2024-02-01,3
FREP-424252-Z,2024-02-06,0
FREP-427548-Z,2024-02-23,1
FREP-427502-Z,2024-02-22,4
FREP-427507-Z,2024-02-22,4
FREP-432370-Z,2024-03-25,1
FREP-432519-Z,2024-03-26,1
FREP-433028-Z,2024-03-28,3
FREP-432680-Z,2024-03-27,1
FREP-433016-Z,2024-03-28,3
FREP-432695-Z,2024-03-27,1
FREP-433045-Z,2024-03-29,4
FREP-350475-G,2024-01-29,2
FREP-16136-W,2024-01-02,3
FREP-16181-W,2024-01-03,4
FREP-16476-O,2024-01-05,1
FREP-16045-W,2023-11-02,3
FREP-16044-W,2023-11-02,3
FREP-16157-W,2024-01-02,3
FREP-16395-O,2024-01-02,3
FREP-16649-O,2024-01-22,4
FREP-22526-U,2024-01-02,3
FREP-22317-U,2023-11-02,3
FREP-22609-U,2024-01-22,4
FREP-22533-U,2024-01-03,4
FREP-421260-Z,2024-01-22,4
FREP-421738-Z,2024-01-24,4
FREP-421733-Z,2024-01-24,4
FREP-421459-Z,2024-01-23,2
FREP-421753-Z,2024-01-24,4
FREP-425253-Z,2024-02-11,0
FREP-427026-Z,2024-02-20,3
FREP-427531-Z,2024-02-22,4
FREP-427484-Z,2024-02-22,4
FREP-427861-Z,2024-02-24,0
FREP-428041-Z,2024-02-26,2
FREP-431534-Z,2024-03-19,2
FREP-432579-Z,2024-03-26,1
FREP-432267-Z,2024-03-24,0
FREP-432664-Z,2024-03-26,1
FREP-8999-I,2023-12-26,1
FREP-343509-G,2023-12-09,1
FREP-344563-G,2023-12-18,3
FREP-345075-G,2023-12-22,4
FREP-345203-G,2023-12-24,0
FREP-344923-G,2023-12-21,4
FREP-345175-G,2023-12-24,0
FREP-344967-G,2023-12-21,4
FREP-345456-G,2023-12-28,3
FREP-348188-G,2024-01-16,4
FREP-348949-G,2024-01-21,2
FREP-349049-G,2024-01-22,4
FREP-354010-G,2024-02-26,2
FREP-354126-G,2024-02-26,2
FREP-354348-G,2024-02-27,1
FREP-354825-G,2024-03-01,2
FREP-354935-G,2024-03-01,2
FREP-351217-G,2024-02-05,0
FREP-351745-G,2024-02-06,0
FREP-352034-G,2024-02-08,3
FREP-352058-G,2024-02-09,3
FREP-343542-G,2023-12-09,1
FREP-343560-G,2023-12-09,1
FREP-343569-G,2023-12-09,1
FREP-346682-G,2024-01-05,1
FREP-346636-G,2024-01-04,1
FREP-346641-G,2024-01-04,1
FREP-346662-G,2024-01-05,1
FREP-346451-G,2024-01-03,4
FREP-346627-G,2024-01-04,1
FREP-346650-G,2024-01-04,1
FREP-346868-G,2024-01-06,2
FREP-348981-G,2024-01-21,2
FREP-348987-G,2024-01-22,4
FREP-348897-G,2024-01-21,2
FREP-348914-G,2024-01-21,2
FREP-349002-G,2024-01-22,4
FREP-348934-G,2024-01-21,2
FREP-349036-G,2024-01-21,2
FREP-421282-Z,2024-01-22,4
FREP-421697-Z,2024-01-24,4
FREP-421731-Z,2024-01-24,4
FREP-421377-Z,2024-01-22,4
FREP-421735-Z,2024-01-24,4
FREP-422099-Z,2024-01-25,2
FREP-422342-Z,2024-01-26,4
FREP-422772-Z,2024-01-21,2
FREP-424669-Z,2024-02-08,3
FREP-427330-Z,2024-02-22,4
FREP-427170-Z,2024-02-21,4
FREP-429016-Z,2024-03-02,1
FREP-430828-Z,2024-03-14,2
FREP-352030-G,2024-02-08,3
FREP-350245-G,2024-01-27,2
FREP-350163-G,2024-01-26,4
FREP-22394-U,2023-11-24,4
FREP-22611-U,2024-01-21,2
FREP-407862-Z,2023-11-13,1
FREP-407937-Z,2023-11-13,1
FREP-409187-Z,2023-11-21,2
FREP-411482-Z,2023-12-03,2
FREP-412872-Z,2023-12-10,1
FREP-412697-Z,2023-12-09,1
FREP-412666-Z,2023-12-09,1
FREP-412776-Z,2023-12-09,1
FREP-412870-Z,2023-12-10,1
FREP-412976-Z,2023-12-10,1
FREP-413302-Z,2023-12-12,1
FREP-414879-Z,2023-12-21,4
FREP-414916-Z,2023-12-21,4
FREP-414872-Z,2023-12-21,4
FREP-414912-Z,2023-12-21,4
FREP-414984-Z,2023-12-21,4
FREP-414925-Z,2023-12-21,4
FREP-415016-Z,2023-12-21,4
FREP-415226-Z,2023-12-22,4
FREP-415540-Z,2023-12-25,0
FREP-415786-Z,2023-12-27,2
FREP-416300-Z,2023-12-31,1
FREP-416322-Z,2023-12-31,1
FREP-416040-Z,2023-12-28,3
FREP-416563-Z,2024-01-02,3
FREP-416723-Z,2024-01-02,3
FREP-416672-Z,2024-01-02,3
FREP-416403-Z,2024-01-01,2
FREP-416931-Z,2024-01-02,3
FREP-416783-Z,2024-01-02,3
FREP-417167-Z,2024-01-03,4
FREP-417360-Z,2024-01-04,1
FREP-420591-Z,2024-01-21,2
FREP-420518-Z,2024-01-21,2
FREP-420280-Z,2024-01-19,2
FREP-420708-Z,2024-01-21,2
FREP-420748-Z,2024-01-21,2
FREP-420760-Z,2024-01-21,2
FREP-420761-Z,2024-01-21,2
FREP-420797-Z,2024-01-22,4
FREP-420852-Z,2024-01-21,2
FREP-420988-Z,2024-01-22,4
FREP-420902-Z,2024-01-22,4
FREP-420904-Z,2024-01-22,4
FREP-420941-Z,2024-01-22,4
FREP-420957-Z,2024-01-22,4
FREP-421144-Z,2024-01-22,4
FREP-421704-Z,2024-01-24,4
FREP-421790-Z,2024-01-24,4
FREP-422878-Z,2024-01-23,2
FREP-422476-Z,2024-01-27,2
FREP-422625-Z,2024-01-28,0
FREP-422484-Z,2024-01-21,2
FREP-422480-Z,2024-01-27,2
FREP-424586-Z,2024-02-08,3
FREP-424243-Z,2024-02-06,0
FREP-424256-Z,2024-02-06,0
FREP-424574-Z,2024-02-08,3
FREP-426296-Z,2024-02-16,0
FREP-426213-Z,2024-02-16,0
FREP-85830-C,2023-12-09,1
FREP-87131-C,2024-01-03,4
FREP-87893-V,2023-11-02,3
FREP-87587-V,2023-11-02,3
FREP-87612-V,2023-11-02,3
FREP-87622-V,2023-11-02,3
FREP-87763-V,2023-11-02,3
FREP-87869-V,2023-11-02,3
FREP-87907-V,2023-11-02,3
FREP-88027-V,2023-11-02,3
FREP-88603-C,2024-01-21,2
FREP-88841-V,2024-01-02,3
FREP-89016-C,2024-01-26,4
FREP-88797-V,2023-12-31,1
FREP-336097-G,2023-10-13,1
FREP-336110-G,2023-10-13,1
FREP-336624-G,2023-10-18,0
FREP-336648-G,2023-10-18,0
FREP-337034-G,2023-10-20,0
FREP-337288-G,2023-10-23,0
FREP-337107-G,2023-10-21,1
FREP-337630-G,2023-10-26,4
FREP-337941-G,2023-10-28,0
FREP-337900-G,2023-10-28,0
FREP-338603-G,2023-11-02,3
FREP-338434-G,2023-10-31,2
FREP-338615-G,2023-11-02,3
FREP-338627-G,2023-11-02,3
FREP-338630-G,2023-11-02,3
FREP-338890-G,2023-11-04,2
FREP-338870-G,2023-11-04,2
FREP-339089-G,2023-11-06,3
FREP-339047-G,2023-11-05,3
FREP-341733-G,2023-11-29,1
FREP-345643-G,2023-12-29,3
FREP-345510-G,2023-12-28,3
FREP-346001-G,2024-01-02,3
FREP-345765-G,2023-12-30,1
FREP-345995-G,2024-01-02,3
FREP-346321-G,2024-01-21,2
FREP-346203-G,2024-01-02,3
FREP-346165-G,2024-01-02,3
FREP-346102-G,2024-01-02,3
FREP-346219-G,2024-01-03,4
FREP-346124-G,2024-01-02,3
FREP-346138-G,2024-01-02,3
FREP-346391-G,2024-01-02,3
FREP-346083-G,2024-01-02,3
FREP-346096-G,2024-01-02,3
FREP-346101-G,2024-01-02,3
FREP-346104-G,2024-01-02,3
FREP-346118-G,2024-01-02,3
FREP-346230-G,2024-01-02,3
FREP-346802-G,2024-01-05,1
FREP-346698-G,2024-01-05,1
FREP-346710-G,2024-01-05,1
FREP-346860-G,2024-01-06,2
FREP-346649-G,2024-01-04,1
FREP-346683-G,2024-01-05,1
FREP-346820-G,2024-01-05,1
FREP-346825-G,2024-01-05,1
FREP-348885-G,2024-01-21,2
FREP-348945-G,2024-01-21,2
FREP-349138-G,2024-01-22,4
FREP-349223-G,2024-01-22,4
FREP-349047-G,2024-01-21,2
FREP-349097-G,2024-01-22,4
FREP-349125-G,2024-01-22,4
FREP-349207-G,2024-01-22,4
FREP-349254-G,2024-01-22,4
FREP-349351-G,2024-01-22,4
FREP-349706-G,2024-01-23,2
FREP-349364-G,2024-01-22,4
FREP-349600-G,2024-01-23,2
FREP-349391-G,2024-01-22,4
FREP-349423-G,2024-01-22,4
FREP-349409-G,2024-01-22,4
FREP-349473-G,2024-01-22,4
FREP-349520-G,2024-01-22,4
FREP-349815-G,2024-01-24,4
FREP-349796-G,2024-01-24,4
FREP-349905-G,2024-01-24,4
FREP-353718-G,2024-02-22,4
FREP-353990-G,2024-02-25,1
FREP-354006-G,2024-02-26,2
FREP-354007-G,2024-02-26,2
FREP-354034-G,2024-02-26,2
FREP-354191-G,2024-02-26,2
FREP-356423-G,2024-03-14,2
FREP-357279-G,2024-03-22,2
FREP-358035-G,2024-03-28,3
FREP-358100-G,2024-03-28,3
FREP-358050-G,2024-03-28,3
FREP-352096-G,2024-02-09,3
FREP-350673-G,2024-01-30,2
FREP-354276-G,2024-02-26,2
FREP-353983-G,2024-02-25,1
FREP-354897-G,2024-03-01,2
FREP-354548-G,2024-03-11,1
FREP-356237-G,2024-03-13,0
FREP-357108-G,2024-03-21,1
FREP-357756-G,2024-03-26,1
FREP-357816-G,2024-03-27,1
FREP-87353-C,2024-01-06,2
FREP-87091-C,2024-01-03,4
FREP-87705-V,2023-11-02,3
FREP-87683-V,2023-11-01,3
FREP-87584-V,2023-11-02,3
FREP-87898-V,2023-11-02,3
FREP-87633-V,2023-11-02,3
FREP-87688-V,2023-11-02,3
FREP-87651-V,2023-11-02,3
FREP-88135-V,2023-11-02,3
FREP-88644-C,2024-01-22,4
FREP-88665-C,2024-01-22,4
FREP-88842-V,2024-01-02,3
FREP-89120-V,2024-01-22,4
FREP-89139-V,2024-01-21,2
FREP-9025-I,2023-12-31,1
FREP-9105-I,2024-01-04,1
FREP-90752-C,2024-02-23,1
FREP-9080-I,2024-01-02,3
FREP-9313-I,2024-01-24,4
FREP-8511-I,2023-11-03,2
FREP-336595-G,2023-10-18,0
FREP-336673-G,2023-10-18,0
FREP-336499-G,2023-10-18,0
FREP-336676-G,2023-10-18,0
FREP-338559-G,2023-11-01,3
FREP-338588-G,2023-11-01,3
FREP-338623-G,2023-11-02,3
FREP-338636-G,2023-11-02,3
FREP-338660-G,2023-11-02,3
FREP-338739-G,2023-11-02,3
FREP-340204-G,2023-11-14,1
FREP-340033-G,2023-11-13,1
FREP-340619-J,2024-02-22,4
FREP-409665-Z,2023-11-23,3
FREP-411518-Z,2023-12-03,2
FREP-411087-Z,2023-11-30,0
FREP-411500-Z,2023-12-03,2
FREP-16130-W,2024-01-02,3
FREP-16193-W,2024-01-02,3
FREP-16125-W,2024-01-02,3
FREP-16116-W,2024-01-02,3
FREP-16142-W,2024-01-02,3
FREP-16384-O,2024-01-02,3
FREP-16392-O,2024-01-02,3
FREP-16400-O,2024-01-02,3
FREP-411983-Z,2023-12-05,0
FREP-411999-Z,2023-12-05,0
FREP-22399-U,2023-11-24,4
FREP-22711-U,2024-02-23,1
FREP-22947-U,2024-03-29,4
FREP-412700-Z,2023-12-09,1
FREP-412753-Z,2023-12-09,1
FREP-413534-Z,2023-12-13,4
FREP-413177-Z,2023-12-11,0
FREP-413281-Z,2023-12-12,1
FREP-414890-Z,2023-12-21,4
FREP-414920-Z,2023-12-21,4
FREP-414810-Z,2023-12-21,4
FREP-415453-Z,2023-12-24,0
FREP-415121-Z,2023-12-22,4
FREP-415132-Z,2023-12-22,4
FREP-415221-Z,2023-12-22,4
FREP-415549-Z,2023-12-25,0
FREP-415044-Z,2023-12-28,3
FREP-415409-Z,2023-12-24,0
FREP-415417-Z,2023-12-24,0
FREP-415550-Z,2023-12-25,0
FREP-415690-Z,2023-12-27,2
FREP-415798-Z,2023-12-27,2
FREP-416181-Z,2023-12-28,3
FREP-415838-Z,2023-12-28,3
FREP-415916-Z,2023-12-28,3
FREP-416216-Z,2023-12-30,1
FREP-415845-Z,2023-12-28,3
FREP-416279-Z,2023-12-31,1
FREP-416349-Z,2023-12-31,1
FREP-415836-Z,2023-12-28,3
FREP-416611-Z,2024-01-02,3
FREP-416546-Z,2024-01-02,3
FREP-416570-Z,2024-01-02,3
FREP-416597-Z,2024-01-02,3
FREP-416612-Z,2024-01-02,3
FREP-420974-Z,2024-01-22,4
FREP-420972-Z,2024-01-22,4
